Canonical_SMILES,Device_tier,Train/Valid/Test,CN,predicted,glob_vector,total_atoms,atom_shap_total,atomwise_shap
CCCCOCOCCCC,1,Train,70.0,74.43119,5.012435 20.106190 -11.211256 -5.333625 3.570805 1.919894 -23.247677 -3.290248 14.004870 -0.704303 3.327520 7.858644 6.201960 -3.279455 -1.101695 13.003507 10.192922 7.353137 9.890038 -5.073160 14.203051 3.541336 3.991603 8.880590 -2.384657 -6.469594 2.180446 0.714759 7.833904 -17.811501 3.797548 -1.419798 -6.412579 -10.468187 -6.563206 2.997047 5.550935 3.097032 1.746934 -10.359533 11.302581 5.090501 -6.581472 4.399261 10.583418 -1.985284 6.626788 -12.686260 -1.638135 -21.055639 4.634190 9.913620 -14.420313 -9.982408 7.367506 -4.527661 -1.944389 -10.833389 14.026695 -6.293072 -0.555841 -3.625103 11.003359 3.968645,11,74.43118999999999,"[4.4209068  6.65449543 8.25286405 7.79640748 6.82172209 6.53839831
 6.82172209 7.79640748 8.25286405 6.65449543 4.4209068 ]"
CCCCC1C(CC(=O)O1)C,1,Train,27.2,26.585224,0.912858 7.028661 -4.313416 -2.236130 1.457888 0.354987 -8.265499 -1.125039 4.527130 -0.155178 1.315168 2.672212 1.919317 -0.812037 0.289525 3.973309 3.791217 2.765867 2.990597 -2.122991 5.581885 2.132888 1.102550 2.388237 -0.277589 -2.256262 0.363592 0.927405 2.593130 -5.771456 1.280763 -0.557285 -2.223779 -3.242466 -1.703801 1.068462 1.927751 1.465458 0.493705 -4.380207 3.930104 2.592930 -1.702969 0.638359 3.684813 -0.372469 2.426371 -3.118926 -0.359076 -7.175324 1.750852 3.464873 -4.994660 -3.482214 2.920236 -2.016365 -0.559879 -3.720354 5.116262 -2.783975 -0.232861 -1.528063 3.763276 1.514524,11,26.585223999999997,"[1.91393596 3.0281655  3.92239341 3.24083507 3.68091125 5.85885497
 1.22218614 0.60631715 0.62269191 0.398111   2.09082163]"
C[C@@H]1CC[C@H](C(=O)C1)C(C)C,1,Train,20.6,19.848778,0.813722 5.138280 -3.151920 -1.668740 1.125628 0.484928 -6.306261 -0.754235 3.374460 0.028933 1.449982 2.261752 1.696980 -0.591965 -0.435325 3.522704 2.862585 1.940201 2.367859 -1.438785 4.002049 1.410722 0.640905 2.639993 -0.471412 -1.343944 0.120632 0.890715 1.916564 -4.309541 0.774154 -0.138413 -1.697979 -2.991016 -1.560601 1.106735 1.681967 0.929207 0.678089 -2.961653 2.779066 2.165887 -2.211276 0.667098 3.014904 -0.340347 1.464127 -2.612579 -0.094577 -5.303498 1.340621 2.046980 -3.679706 -2.641088 1.975142 -1.400664 -0.551980 -2.789682 3.872782 -1.484996 -0.041388 -1.288497 2.659745 0.976438,11,19.848777999999996,"[ 0.61248467  6.23924702  1.7433814   0.49808007 -1.43769252 -3.33214366
 -1.85557619 -2.51797806 13.9345052   2.98223504  2.98223504]"
CCCCCCCC(=O)OC,1,Train,33.6,37.651226,1.428960 9.608047 -5.881843 -3.489086 2.117081 0.466959 -11.475782 -2.151902 6.294796 -0.251728 1.282209 3.290920 2.118233 -1.422031 0.184340 5.641817 5.320136 3.745433 4.620835 -3.198552 7.517131 2.717319 1.933863 3.308832 -0.509696 -3.509343 0.640320 1.008115 3.591871 -8.325188 2.039285 -1.101916 -3.175200 -4.283898 -2.643188 0.835281 2.831928 2.167144 0.252642 -6.122038 5.407695 3.341929 -2.085876 0.936060 4.720412 -0.635566 3.653714 -5.047771 -0.580084 -10.464084 1.822110 5.233082 -7.364165 -5.273552 4.177677 -2.997808 -0.726262 -4.995118 7.351932 -4.181995 -0.004402 -2.054362 5.303320 2.505378,11,37.651225999999994,"[ 42.40262487   3.46878025 -10.94287511 -12.71742781 -28.02807772
  -6.78675782  33.22818139  22.87668692  30.85387855  -9.23396964
 -27.46981789]"
CCC1=CC(=C(C=C1)O)OC,1,Train,19.6,19.716932,0.863963 6.863116 -2.125967 -1.355781 1.192529 0.300614 -6.577998 -0.565717 4.151274 0.233904 2.307661 3.105348 1.949404 -0.515551 -1.007624 3.845069 3.044714 1.889677 3.474065 -1.697473 3.883801 1.314857 -0.572143 2.222634 -0.043072 -1.367614 0.642052 1.262586 1.755629 -4.045923 0.330875 -0.272799 -1.011189 -3.056981 -2.623508 1.563859 2.133170 0.690846 1.544519 -2.636679 2.929107 2.657395 -2.660768 1.392645 3.475146 0.003801 1.306007 -2.383830 0.095805 -6.149328 0.603249 1.663215 -3.326209 -2.595426 2.057392 -1.859558 0.716244 -2.672215 3.012935 -1.239777 -0.121284 -0.741287 2.548228 0.608795,11,19.716931999999996,"[0.9073512  1.55320264 2.69278786 2.12325946 2.70492774 2.41616452
 1.83811406 1.79540707 1.00808208 1.78254893 0.89508644]"
CC(C)CCOCCC(C)C,1,Train,96.0,99.57952,5.067592 25.052347 -15.460533 -8.672783 5.531073 2.983167 -31.546175 -4.922897 17.182310 -1.239478 5.876922 9.920013 7.064163 -4.354953 -1.730335 18.350990 14.141696 9.362700 12.011940 -7.807828 19.207178 4.810760 3.835556 11.331402 -2.159503 -7.761201 1.647441 4.253117 8.776624 -22.853666 3.310491 -1.763401 -9.326408 -14.425246 -6.809801 4.641338 8.055249 4.792624 1.694396 -15.435555 14.245259 9.905537 -10.033842 4.310545 14.310576 -2.131789 8.038513 -14.983009 -0.609630 -27.625153 6.922145 11.244558 -18.553253 -14.395249 9.757094 -7.819297 -3.251207 -13.112840 19.841612 -8.713502 -1.188845 -6.137830 14.362291 4.308955,11,99.57952,"[ 5.5461804  14.7842975   5.5461804   9.58697205  9.25972601 10.13280728
  9.25972601  9.58697205 14.7842975   5.5461804   5.5461804 ]"
CCOCOCOCOCC,1,Train,67.0,65.4396,3.722346 18.101971 -9.585752 -4.195248 3.481215 1.870354 -21.445383 -1.614028 12.182761 -0.642164 3.855087 7.958340 5.165409 -1.797919 -0.687681 12.201525 9.746672 6.036975 9.203088 -4.306620 12.736345 3.834067 3.017538 8.719207 -1.572155 -4.273960 2.618255 1.907135 7.315304 -15.084188 3.218958 -0.933631 -4.712599 -10.127905 -6.616334 3.769935 5.109887 2.716130 1.882439 -9.013555 9.766112 6.142616 -7.409984 3.352241 10.197231 -1.305414 5.530360 -10.362155 -1.111122 -18.353886 4.006933 7.501382 -12.312569 -9.443542 6.001220 -4.021584 -2.355683 -8.875301 12.533976 -4.392488 -0.648261 -4.094154 9.754618 2.624800,11,65.4396,"[2.93350302 6.1416311  6.87704507 7.75729312 5.08370568 7.853244
 5.08370568 7.75729312 6.87704507 6.1416311  2.93350302]"
CC(=CC1=CC=CC=C1)C=O,1,Train,19.1,18.836329,0.832382 5.878220 -2.287709 -1.117905 1.042872 0.524608 -6.345332 -0.244269 3.648801 0.046151 1.886238 2.800822 1.506228 -0.801494 -0.857915 3.577197 2.826455 1.643856 3.221714 -1.505247 3.502264 0.928894 -0.155776 2.462666 0.116115 -1.317166 0.400989 0.952469 1.697961 -4.586363 0.401167 -0.162594 -0.877065 -3.199438 -2.236844 1.275273 1.610710 0.800591 1.062752 -2.706900 2.758875 2.559268 -2.247829 0.777475 2.808645 0.121439 1.180900 -2.175311 0.107268 -5.696996 1.107315 1.766111 -3.623384 -2.716073 1.977420 -1.493379 0.044922 -2.578523 3.388170 -1.391564 0.050627 -1.249389 2.039999 0.696960,11,18.836328999999996,"[1.40494776 4.40040295 1.15242814 2.49931134 0.73209278 1.77070251
 1.97542042 1.77070251 0.73209278 1.81839116 0.57983666]"
CC(CCC=C(C)C)CCO,1,Train,25.6,25.396378,1.188882 6.731051 -3.681937 -2.179752 1.295927 0.430945 -7.845474 -1.243856 4.867340 0.040282 1.626075 2.668401 1.814069 -1.115700 -0.613444 4.776974 3.639183 2.252571 3.262975 -2.061215 4.777079 1.169879 0.588015 2.830285 -0.576589 -2.206153 0.061969 0.839438 2.380301 -5.385563 1.129423 -0.151431 -2.238534 -4.104228 -2.097610 1.052360 2.506113 1.338473 0.655707 -4.106724 3.417831 2.627673 -2.739640 1.263263 3.607978 -0.408989 1.992807 -3.842003 -0.002523 -7.253934 1.384123 2.745806 -4.355839 -3.754056 2.693095 -2.159623 -0.295913 -3.369148 4.994241 -1.858828 -0.237273 -1.400700 3.552072 1.320097,11,25.396378,"[1.63210309 4.97290827 4.09656173 3.26543848 2.87200996 3.32999978
 1.26091939 1.26091939 2.05397979 0.3990331  0.252505  ]"
CCCCCOCCCCC,1,Train,142.0,143.64929,9.092175 36.986797 -21.243481 -11.694208 8.175146 5.158549 -44.252491 -6.935195 25.912498 -1.000898 8.677009 13.429812 11.154697 -5.737922 -3.621236 25.279230 20.794579 13.767075 17.843906 -11.357841 27.937916 6.713920 6.296507 16.483995 -4.733195 -11.561489 2.767738 3.258683 12.077885 -33.886234 6.104053 -2.240291 -13.815695 -20.694805 -12.651959 6.081354 10.875866 6.034729 3.567497 -21.428825 21.288939 13.412414 -13.377845 8.027213 19.349323 -1.849078 11.636568 -22.855923 -1.373177 -40.048817 10.334399 18.611433 -26.392666 -20.222244 14.185010 -11.018906 -3.575068 -20.468658 27.067646 -12.535379 -0.873514 -7.896368 20.514252 6.257913,11,143.64928999999998,"[ 3.37543476 13.18827771 14.49599295 16.3896907  16.39688558 15.9567266
 16.39688558 16.3896907  14.49599295 13.18827771  3.37543476]"
COC1=C(C(=CC=C1)OC)O,1,Train,26.0,26.288408,1.391449 8.906550 -3.023229 -1.271725 1.180026 0.905222 -9.116658 -1.203931 5.592715 0.474136 3.230992 4.494145 2.677670 -0.638777 -1.806900 5.248903 3.929989 2.833402 4.373614 -2.570113 5.021832 1.694099 -1.021385 3.476720 0.194068 -1.394361 1.202963 2.175744 2.834298 -5.671999 0.189016 -0.361476 -1.649837 -4.143625 -3.536865 2.443057 2.986144 0.929159 2.080837 -3.390187 3.963892 3.802247 -3.812817 1.944474 4.458309 0.096045 1.530509 -2.990113 0.115569 -8.077224 0.948433 2.342812 -4.744998 -3.230713 2.529082 -2.485325 0.796189 -3.733711 4.125615 -1.382773 -0.333784 -1.078882 3.254316 0.485720,11,26.288407999999997,"[1.34247191 1.70694447 3.74196407 2.78026343 3.74196482 3.12892447
 2.93669288 3.12892543 1.70694387 1.34247173 0.73084092]"
CCCCOC(C)C(=O)OC,1,Train,46.3,46.64572,1.996034 12.661699 -6.626134 -3.402694 2.478012 1.595556 -15.518938 -1.024051 8.267426 -0.108015 3.539700 5.748734 3.873053 -1.223640 -0.640694 8.241880 7.210268 4.646271 6.349448 -3.663976 9.033928 3.746035 1.377683 6.196727 -0.624486 -3.158704 1.124340 2.108382 4.712774 -10.304718 1.820558 -0.948876 -3.485073 -6.848365 -4.538093 2.515618 3.917725 2.279551 1.039119 -6.580805 7.326343 5.634776 -4.432145 1.819379 7.129268 -0.732145 3.975389 -5.692931 -0.367525 -13.267171 3.000640 5.048553 -8.758648 -6.681547 4.272555 -3.592223 -1.442365 -6.605920 8.697910 -3.195255 0.065408 -2.664574 6.564411 1.935474,11,46.64572,"[2.63686655 3.48877813 4.60048782 4.47111368 6.03611367 7.63341803
 3.61127927 5.63238806 1.788407   4.40343976 2.34342802]"
CCCCC(=O)OCCCC,1,Train,23.5,22.947393,0.685288 6.030190 -3.883458 -1.623929 1.297393 0.340654 -6.940154 -1.327784 4.023243 -0.227253 0.738245 2.494236 1.879060 -0.951645 0.423026 3.082877 3.068532 2.589112 2.317107 -1.664277 4.857498 1.751889 1.088266 1.615114 -0.221409 -1.961819 0.243524 0.864634 2.681120 -5.115492 1.156153 -0.351118 -1.723478 -2.827725 -0.797034 0.511869 1.360628 1.200164 0.471393 -3.990967 3.275861 1.939366 -1.052819 0.591090 3.175079 -0.250651 2.299470 -2.492964 -0.477141 -6.246721 1.524519 3.479436 -4.306608 -2.961777 2.781416 -1.861368 -0.432459 -3.364917 4.472750 -2.869708 -0.759582 -1.081111 3.378918 1.732092,11,22.947392999999998,"[ 0.56077104  2.07824001  0.97265144 -2.55194435  9.45371579  1.46340249
 -2.00671791  8.45604956  0.26849421  3.39706583  0.85566489]"
CC1CCOC(C1)C=C(C)C,1,Train,30.0,29.619644,1.507758 8.056957 -4.443091 -2.342479 1.811248 1.087399 -9.484942 -0.784700 5.522049 -0.304282 2.364934 3.121080 2.170389 -0.803398 -0.801799 5.418841 4.416712 2.858901 3.973954 -2.437278 5.668956 1.951955 0.951085 3.947529 -0.721082 -2.091349 0.394365 0.754752 2.543315 -6.701170 1.118465 -0.128398 -2.339520 -4.795706 -3.077749 1.558060 2.522397 1.135436 0.737128 -4.497813 4.349670 3.372677 -3.224890 1.299368 4.306808 -0.224049 1.953855 -4.154193 -0.088549 -8.459090 2.120798 3.393914 -5.188283 -4.127124 3.002894 -2.465569 -0.494032 -4.242033 5.650295 -1.964493 -0.170764 -1.682660 4.129747 1.224982,11,29.619644,"[0.98592631 3.31210601 2.74702371 2.8308594  3.07737246 3.30703237
 2.39822548 2.84831929 4.76404406 1.67436745 1.67436745]"
COC(C1=CC=CC=C1)OC,1,Train,10.4,9.607897,0.667609 2.738677 -2.330252 -0.143682 -0.182596 0.125368 -2.801027 -1.008167 1.749626 0.608737 0.570572 2.370555 1.511442 0.311103 -0.237322 1.076020 1.304782 1.730127 0.408863 -0.654998 2.729983 0.007631 0.117333 0.438609 -0.473653 -0.519268 0.224559 0.733527 0.879110 -1.911341 0.931849 0.193235 -1.519998 -0.663516 -0.080408 -0.202976 0.032329 0.535016 1.077155 -1.737317 1.275900 1.092688 -0.720376 0.148762 1.593557 0.258716 1.057302 -0.286624 -0.478780 -2.417058 0.831641 1.010374 -1.397864 -0.522829 1.164431 -0.875329 -0.273915 -1.973192 2.172452 -1.786083 -1.106315 -0.799879 1.298269 0.095281,11,9.607897000000001,"[0.97621137 1.93287428 1.86693862 0.94770187 0.31838315 0.08855554
 0.16120783 0.08855554 0.31838315 1.93287428 0.97621137]"
CCCCCC(=O)OCCC,1,Train,25.605,25.014118,0.704914 6.434384 -4.154230 -1.814260 1.361512 0.345422 -7.688265 -1.419844 4.295181 -0.181978 0.918240 2.738467 1.913043 -1.062119 0.468244 3.386033 3.321443 2.692334 2.511947 -1.865368 5.218154 1.932878 1.080971 1.911358 -0.250847 -2.179092 0.307056 1.066807 2.758129 -5.485324 1.143445 -0.508220 -1.915266 -2.931730 -0.959035 0.695220 1.562899 1.418174 0.512128 -4.350450 3.580904 2.226844 -1.306865 0.587242 3.475780 -0.432572 2.498963 -2.853250 -0.464338 -6.749591 1.613785 3.598052 -4.801044 -3.216752 2.870462 -1.963731 -0.552916 -3.544198 4.891743 -3.053670 -0.615678 -1.308731 3.658896 1.825604,11,25.014117999999996,"[ 2.95948873  3.93228208  6.51013952  4.88223595  1.01781676 -0.90533253
 -0.47186588 -1.43459646  1.87727939  3.50908132  3.13758911]"
CC1(C2CCC(O1)(CC2)C)C,1,Train,18.8,18.388105,0.647945 4.756922 -2.762984 -1.467003 0.999415 0.369520 -6.055341 -0.240744 3.103224 0.158662 1.544327 2.243690 1.422802 -0.276873 -0.302703 2.775109 2.631006 1.787194 2.222378 -1.522942 3.826758 1.259353 0.372351 2.466300 -0.452175 -1.566435 0.229524 0.603593 1.159082 -3.970002 0.757280 0.085851 -1.718018 -2.678902 -1.451185 1.009222 1.333073 0.891182 0.713208 -2.888632 2.598007 2.109557 -2.213292 0.410606 2.701353 -0.034645 1.254740 -2.231016 -0.208077 -4.850305 1.441642 2.085470 -3.252763 -2.356040 1.752838 -1.290392 -0.300936 -2.623696 3.534722 -1.370766 -0.007836 -1.271955 2.599833 0.960023,11,18.388105,"[1.36791692 3.28684055 1.59118881 1.38459094 1.21560609 2.45526741
 1.99541363 1.21560609 1.38459094 1.12316669 1.36791692]"
CC1=CC=CC2=CC=CC=C12,1,Train,0.0,-0.47275627,0.096926 0.387355 -1.861869 0.859117 0.345680 0.722186 -1.107727 -0.335733 -0.375086 0.246316 -0.875246 0.864320 0.791902 0.615604 -1.053429 -0.704731 -0.493369 0.354662 -0.121050 -0.269236 0.395741 -1.249985 -0.149245 -2.393618 -0.477645 -0.867128 0.195789 0.070263 0.368954 -1.007403 0.087751 0.130397 0.596967 -0.243999 -0.443679 -0.336667 -1.228275 -0.389577 0.109528 0.113204 -0.483935 -0.598478 -0.291374 -0.268604 0.875044 -0.441900 -1.261895 0.354557 -0.453889 -0.320314 -0.436472 0.391867 0.025643 1.544391 -0.081863 -0.500527 -0.453394 0.148274 0.852305 0.067506 -1.070455 0.239603 -0.505254 1.390791,11,-0.47275627,"[-0.03196562 -0.06671925 -0.01778913 -0.01730627 -0.02657744 -0.09045089
 -0.01810451 -0.03020917 -0.01325134 -0.03083162 -0.12955102]"
CC(C)CCOC(=O)C(C)O,1,Train,39.72,37.7431,1.984359 10.134387 -5.232525 -2.597134 1.898118 1.237523 -12.479147 -1.359858 6.960838 0.322965 3.383645 5.070184 3.774930 -1.179741 -1.261488 7.394329 5.793844 3.841418 5.121775 -2.729237 7.398469 2.314176 0.491224 5.043970 -0.687626 -2.413436 0.847460 2.353320 3.973912 -8.101350 1.200182 -0.612393 -2.976870 -6.154269 -3.436694 2.638251 3.422922 1.512135 1.484250 -5.254355 5.407813 4.348917 -4.578125 2.181118 6.142596 -0.633664 3.146803 -4.977369 -0.079325 -10.445015 2.650153 3.630593 -6.675188 -5.219681 3.410914 -2.720543 -1.098376 -5.338751 7.187626 -2.469666 -0.215040 -2.091076 5.217608 1.406765,11,37.74309999999999,"[ 2.90296406 14.46072007  2.90296406  9.01922623  5.404054    0.39163253
  0.09057574 -1.34451674  1.75661058  1.73196923  0.42690024]"
CCOCCOCCOCC,3,Train,123.0,115.64377,6.986994 32.232235 -17.473616 -6.123887 5.824443 3.507093 -41.855076 -4.425575 23.984032 -1.583991 7.543202 16.148273 8.520889 -4.623827 -6.162029 26.216413 16.529984 11.073682 19.375816 -7.864897 20.407429 5.712148 3.490404 17.647520 -1.950009 -5.308112 4.567511 7.106324 13.194582 -29.599199 2.817677 -2.525480 -6.158512 -20.114794 -10.833160 6.845838 10.192515 4.426879 3.415798 -15.253304 16.061359 12.176919 -17.613245 8.225988 18.941809 -2.792756 9.143845 -16.700020 -2.169102 -34.250641 6.526100 10.355145 -24.044964 -19.120829 9.311824 -8.710167 -6.999929 -15.466689 23.204309 -6.748065 -5.038698 -7.657264 15.972591 4.537254,11,115.64377,"[ 6.46760636 13.72731681 12.14574105 10.59177587 10.04758623  9.68371737
 10.04758623 10.59177587 12.14574105 13.72731681  6.46760636]"
CCCCCCCCCC=C,3,Train,65.5,62.053097,3.460221 15.124316 -9.703209 -5.367904 3.076441 1.378197 -18.502090 -3.939139 10.451940 -0.365672 2.416371 5.215004 3.672398 -2.985898 -0.846762 10.344547 8.931897 6.329829 7.385806 -5.303187 12.002978 2.003742 3.478082 5.762656 -1.949813 -5.843163 0.698656 1.272520 5.027193 -14.392335 3.233238 -1.351698 -6.331881 -8.330194 -4.853371 1.287750 4.599190 3.567278 1.029606 -9.976357 8.742330 5.410379 -5.157307 2.692410 7.837640 -1.170220 5.363171 -10.299789 -0.671361 -17.375975 3.571733 8.016315 -11.618448 -8.838491 6.539148 -5.050900 -1.694591 -8.383843 11.973750 -6.462509 -0.259689 -3.596367 8.747667 3.018228,11,62.053097,"[ 1.63536932  2.95415553  9.45348286 10.22256953 11.19869358 11.18382211
  9.8842622   7.34411549  2.95647119 -4.81333431  0.0334895 ]"
CCCCCC1=CC=CC=C1,3,Train,18.0,17.101233,0.684626 4.013669 -3.021014 -1.851345 0.671545 0.121704 -4.859792 -1.154608 2.526451 -0.134113 0.546563 1.324822 0.757374 -0.951256 -0.033137 2.928861 2.169081 1.545042 2.060110 -1.448501 3.619124 0.422260 0.749593 1.257286 -0.311747 -1.859584 -0.067413 0.455123 1.395124 -3.672337 0.517382 -0.496888 -2.001137 -1.720217 -0.887057 0.395292 1.068689 1.186333 0.436502 -3.199753 2.393068 1.443445 -1.300123 0.387536 2.003499 -0.231967 1.364720 -2.814072 -0.105245 -4.794651 1.065141 2.153583 -3.318769 -2.423710 1.723788 -1.416765 -0.280273 -2.014920 3.460258 -1.897977 -0.376599 -1.090431 2.127264 0.790529,11,17.101233,"[1.83208708 2.08883313 2.69349442 2.11197427 1.96189601 1.06661657
 1.11379972 0.77773853 1.56325503 0.77773853 1.11379972]"
CC1=CC2=CC=CC=C2C=C1,2,Train,6.0,4.4735956,0.005408 1.813535 -1.868703 0.891076 0.300854 0.663061 -2.413242 -0.574342 0.461360 0.605195 0.230712 1.273108 0.595697 0.849086 -0.622197 0.000480 0.670148 0.348562 0.505732 -0.819629 1.594258 -0.236768 -0.575018 -0.482190 -0.452051 -0.757206 0.058249 0.447526 -0.381607 -0.959781 -0.287448 0.416384 -0.200488 -0.578427 -0.849472 0.090703 -0.186709 0.261316 0.531585 -1.117821 0.792966 0.830150 -0.862698 -0.777742 1.589841 -0.086330 -0.367896 -0.343475 -0.215680 -1.223643 0.161723 0.587091 -1.025370 0.348840 0.217553 -1.307730 -0.295998 -0.717159 1.455187 0.316559 -1.376049 -0.136539 0.335418 0.949538,11,4.4735956,"[0.61603808 0.33671406 0.28061534 0.35567906 0.24670591 0.69378273
 0.95937146 0.01356789 0.26610999 0.27231563 0.43269546]"
COCCOCCOCCO,1,Valid,80.7,79.0889,4.837893 22.028473 -11.591124 -5.344835 3.619520 1.504357 -27.478441 -2.799860 15.008315 -0.325893 4.898374 10.763373 6.466326 -2.421715 -2.519907 16.059650 11.228882 7.448783 12.220787 -5.292056 15.024239 3.948016 2.510230 10.704307 -1.428818 -4.146266 3.212606 4.215372 9.166212 -18.882700 3.426615 -2.080957 -5.620703 -12.245748 -8.171975 5.021647 6.631876 3.494455 2.740015 -10.922631 11.712105 7.575413 -10.194776 5.112296 12.936740 -1.508787 6.590984 -12.098415 -1.412732 -22.195423 4.757050 7.674210 -15.238737 -11.899547 6.810875 -5.083698 -3.735286 -10.532333 15.601188 -5.032304 -1.464555 -5.282855 10.788277 2.116299,11,79.0889,"[  1.32384012 -10.11394436  -6.2862809   -3.12611777  22.7589762
   0.19213967   0.60969047  25.60987533   8.8471988   21.08237159
  18.19115085]"
C=CC(C)(O)CCC=C(C)C,1,Valid,20.0,14.832396,0.494820 4.420431 -1.825169 -1.176575 0.943411 -0.080990 -4.823689 -0.394020 2.765733 0.194936 1.079715 1.919018 1.045323 -0.574258 -0.459403 2.673394 2.214180 1.197267 2.148271 -1.157189 2.890901 0.614404 0.076802 1.537462 -0.400258 -1.425996 -0.114587 0.343754 1.184720 -3.010700 0.692719 -0.102712 -0.974633 -2.375338 -1.793940 0.867405 1.432201 0.719657 0.902420 -2.167386 1.896471 1.760128 -1.912901 0.551465 2.367305 0.010374 1.073853 -2.032352 0.159203 -4.036008 0.880850 1.331796 -2.357655 -1.811754 1.497877 -1.206755 0.298521 -2.084184 2.664411 -1.111939 0.277453 -0.725603 1.851936 0.989407,11,14.832395999999997,"[ 0.88945847  0.40169573  1.85786733 -0.39285265 -2.22979447  2.21537806
  2.92784103  4.39319167  1.78319917  1.49320583  1.49320583]"
CCCCCCCCCCO,1,Valid,50.0,49.554592,2.909767 12.223701 -7.725893 -4.540010 2.604727 0.882761 -14.473620 -3.026389 8.496644 -0.091805 1.960052 4.479821 3.399681 -2.380691 -0.731794 8.152811 6.832980 5.029457 5.949496 -3.963241 9.631767 1.723719 2.261574 4.348887 -1.417328 -4.722960 0.332939 1.161892 4.509913 -11.213615 2.737372 -1.061815 -5.257958 -6.496661 -3.327861 0.994050 3.389083 2.470556 0.862341 -7.987278 7.014268 4.127688 -3.808537 2.568586 6.294902 -0.572344 4.577104 -7.977827 -0.788683 -13.646522 3.104985 6.749865 -8.909189 -7.159596 5.658840 -3.906708 -1.008793 -6.636508 9.429698 -5.053427 -0.345565 -2.851357 7.229942 2.779032,11,49.55459200000002,"[ -9.05238715 -12.97695908  12.29106025  20.1527006   22.32331269
  23.46130562  21.83421597  12.12429219   3.04665603 -30.49640661
 -13.1531985 ]"
CC(C)CCCC(C)CCO,1,Valid,29.3,37.904,2.002503 9.396276 -6.024929 -3.468040 1.869451 0.763614 -11.473016 -2.317626 6.795216 -0.105300 1.858558 3.797031 2.766438 -1.910999 -0.656558 6.953676 5.216815 3.561516 4.535582 -2.977643 7.361137 1.512130 1.119612 3.735691 -0.825042 -3.383739 0.097452 1.650293 3.712961 -8.264420 1.656492 -0.621118 -3.741349 -5.515055 -2.129730 1.343126 3.125637 1.930912 0.696650 -6.243126 5.139052 3.433590 -3.685462 1.833541 5.204206 -0.726250 3.298566 -5.879563 -0.346822 -10.484791 2.326877 4.286465 -6.759196 -5.650003 4.185336 -3.081689 -0.928017 -4.871269 7.654643 -3.269114 -0.548017 -2.241896 5.520827 1.906911,11,37.904,"[ 5.26067164 -7.84947075  5.26067164  9.69571623  7.18393929  9.08422588
 -1.2223903   4.67896099  4.75837704  1.44994817 -0.39664984]"
C/C(=C\C1=CC=CC=C1)/C=O,1,Test,19.1,18.836329,0.832382 5.878220 -2.287708 -1.117905 1.042872 0.524607 -6.345333 -0.244269 3.648801 0.046151 1.886238 2.800822 1.506228 -0.801493 -0.857915 3.577197 2.826455 1.643856 3.221714 -1.505247 3.502263 0.928894 -0.155776 2.462666 0.116116 -1.317166 0.400989 0.952469 1.697961 -4.586364 0.401167 -0.162594 -0.877065 -3.199438 -2.236844 1.275273 1.610710 0.800591 1.062752 -2.706900 2.758875 2.559268 -2.247829 0.777474 2.808645 0.121439 1.180900 -2.175311 0.107268 -5.696996 1.107315 1.766110 -3.623384 -2.716073 1.977420 -1.493379 0.044922 -2.578523 3.388169 -1.391565 0.050628 -1.249389 2.039999 0.696960,11,18.836328999999996,"[1.40494085 4.4003992  1.15242278 2.49931538 0.73209498 1.77070517
 1.97542372 1.77070517 0.73209498 1.81838966 0.5798371 ]"
CC1CCC(C(=O)C1)C(C)C,1,Test,20.6,19.848778,0.813722 5.138280 -3.151920 -1.668740 1.125628 0.484928 -6.306261 -0.754235 3.374460 0.028933 1.449982 2.261752 1.696980 -0.591965 -0.435325 3.522704 2.862585 1.940202 2.367860 -1.438785 4.002049 1.410722 0.640905 2.639993 -0.471412 -1.343944 0.120632 0.890714 1.916565 -4.309541 0.774155 -0.138413 -1.697979 -2.991015 -1.560602 1.106735 1.681966 0.929207 0.678089 -2.961653 2.779065 2.165887 -2.211276 0.667098 3.014904 -0.340347 1.464127 -2.612579 -0.094577 -5.303499 1.340621 2.046980 -3.679706 -2.641088 1.975142 -1.400664 -0.551980 -2.789682 3.872782 -1.484996 -0.041387 -1.288496 2.659745 0.976438,11,19.848778000000003,"[ 0.6125122   6.23895456  1.74342057  0.49824661 -1.4373803  -3.33166479
 -1.85533874 -2.51761922 13.93363388  2.98200661  2.98200661]"
CCCC1=CC=C(C=C1)OC,1,Test,7.5,9.150463,0.247586 2.963143 -1.838543 -0.585363 0.318391 -0.041872 -2.916949 -0.550277 1.552143 0.047170 0.658931 1.467083 0.571126 0.166524 0.013827 1.022965 1.363838 0.890343 0.945698 -0.716992 2.431978 0.610755 -0.229923 0.509655 -0.082820 -0.854904 0.176794 0.691628 0.645013 -1.991290 0.287313 -0.006539 -0.772162 -1.114003 -0.296847 0.401387 0.482630 0.461575 0.591405 -1.791197 1.302764 1.028634 -0.523543 -0.039647 1.725431 0.119748 0.922230 -0.754389 -0.070475 -2.420548 0.619919 0.990546 -1.652395 -0.892561 0.832204 -1.007023 -0.028356 -1.305516 1.698075 -1.274839 -0.659388 -0.523405 1.027601 0.526115,11,9.150462999999998,"[-0.04946587  0.95146817  0.6692769   1.0628992   0.43570296  1.0035477
  1.80245174  1.0035477   0.43570296  1.90725374 -0.0719222 ]"
