Canonical_SMILES,Device_tier,Train/Valid/Test,CN,predicted,glob_vector,total_atoms,atom_shap_total,atomwise_shap
C1CC=CCCC=C1,1,Train,25.7,25.178371,1.279825 6.559031 -3.800939 -1.587972 1.457567 1.102951 -7.737289 -0.797147 4.907832 -0.281542 1.783020 2.523892 1.742492 -0.789661 -0.998577 4.545602 3.953207 2.225704 3.540745 -2.035959 4.700537 1.232826 1.068425 3.378500 -0.684471 -1.896925 0.167621 0.447936 2.031123 -5.800000 0.950146 -0.090596 -1.785034 -4.399931 -2.938550 1.215554 2.069108 1.055358 0.968775 -3.819658 3.622932 2.884200 -3.134998 1.349213 3.543916 -0.218807 1.502960 -4.106093 -0.122321 -7.364676 1.659524 3.079373 -4.387490 -3.765551 2.364029 -2.180651 -0.378832 -3.489011 4.770103 -1.580289 -0.074553 -1.365404 3.296787 1.178566,8,25.178370999999995,"[3.16983944 3.16983944 3.12475331 3.12475331 3.16983944 3.16983944
 3.12475331 3.12475331]"
COc1ccccc1,1,Train,6.2,5.952137,0.297395 2.443781 -1.300710 -0.222946 0.281806 0.028521 -1.886849 -0.742670 0.909577 0.233878 0.926707 1.175695 0.670615 0.539421 -0.357818 0.627366 0.840331 0.596802 0.568065 -0.641132 1.673889 0.203587 -0.320687 0.370849 -0.211157 -0.431984 0.281585 0.491914 0.270997 -1.160128 -0.169903 0.251045 -0.565192 -0.471666 -0.599033 0.425126 0.189743 0.193721 0.910603 -0.975627 0.761781 0.574760 -0.924661 -0.063779 1.300507 0.203434 0.293218 -0.542330 0.099812 -1.511725 0.254901 0.441060 -1.021123 -0.074458 0.797408 -0.851085 0.267399 -1.006251 0.985855 -0.580570 -0.469955 -0.497349 0.651244 -0.114562,8,5.952136999999999,"[0.91082018 1.03948585 0.93229682 0.64080399 0.59063846 0.60664924
 0.59063846 0.64080399]"
CCCCC(C)CC,1,Train,45.0,46.368923,2.267500 11.448519 -7.420034 -3.916420 2.462377 1.307734 -14.295670 -2.360494 8.239945 -0.654786 2.346530 4.208600 2.899661 -2.050057 -0.949273 8.340297 6.742040 3.879423 5.678307 -3.869162 8.995958 1.970267 2.047588 5.070564 -1.195545 -3.945484 0.450650 1.596487 3.983338 -10.502853 1.721332 -0.537981 -4.171083 -7.068293 -3.547868 1.860979 3.871462 2.510457 0.988839 -7.649443 6.560532 4.629041 -4.906802 1.998644 6.165099 -0.664217 3.738750 -7.340886 -0.127263 -13.206520 2.878559 5.261244 -8.559745 -7.087959 4.611898 -3.790071 -1.428553 -5.933901 9.225699 -4.016788 -0.812547 -2.795074 6.463279 1.955851,8,46.368923,"[ 4.86711941 13.37843729 -0.48278472 10.47966321 -3.61459274  6.22688131
 10.5133348   5.00086443]"
CCCCCC(C)C,1,Train,52.6,53.74387,2.649966 13.292315 -8.495021 -4.692094 2.940480 1.573181 -16.522194 -2.857714 9.348952 -0.721058 2.714131 4.855403 3.231007 -2.360268 -0.834408 9.725612 7.884446 4.757248 6.532718 -4.486898 10.433043 2.310883 2.288368 5.845016 -1.300084 -4.603319 0.573396 1.823308 4.526691 -12.080752 2.056456 -0.800801 -4.944818 -7.956689 -4.039693 2.078038 4.496670 2.714384 0.929812 -8.819501 7.641446 5.404948 -5.299267 2.256850 7.221399 -0.810663 4.351068 -8.361931 -0.209570 -15.261564 3.334005 6.319673 -9.962854 -8.041446 5.353358 -4.510180 -1.513976 -6.908700 10.686090 -4.774548 -0.821756 -3.145143 7.677387 2.384218,8,53.743870000000015,"[ 2.78945249  5.36244854  7.05991844  7.79192023  8.21960096 14.68740035
  3.9165645   3.9165645 ]"
CC1=CC(=CC=C1)C,1,Train,7.0,7.101751,0.114691 2.321426 -1.313794 -0.092019 0.266234 0.107537 -2.308825 -0.286422 1.060870 0.398304 0.746829 1.427685 0.590099 -0.051878 -0.436742 1.030787 1.169188 0.526149 1.100124 -0.554009 1.654647 0.146140 -0.494731 0.705720 -0.071986 -0.657433 -0.059841 0.363623 0.125992 -1.253788 -0.063669 0.382125 -0.831452 -1.003299 -0.666376 0.516181 0.455620 0.380094 0.731054 -1.458794 0.975739 1.073694 -1.124321 -0.198415 1.296676 0.010943 0.216373 -0.861059 -0.138777 -1.880026 0.449731 0.674497 -1.321820 -0.598569 0.749866 -0.751828 0.200029 -1.063879 1.325119 -0.478630 -0.516498 -0.502478 0.862897 0.462982,8,7.101751000000001,"[0.35123    1.47234274 0.3305583  1.47234265 0.8217135  1.48062032
 0.82171364 0.35122985]"
CCC1OCC(O1)C,1,Train,17.54,17.512514,0.677938 4.540863 -2.942502 -1.003773 0.419087 0.137794 -5.809620 -0.116417 2.848614 0.395215 1.079842 2.824135 1.642699 -0.256089 -0.027739 2.327998 2.666321 1.904206 1.946453 -1.291303 4.022982 1.304849 0.425676 2.233591 -0.435288 -1.625682 0.521860 1.161875 1.370287 -3.583299 0.845730 0.251520 -1.832119 -2.325379 -0.820254 0.531403 1.185750 1.213101 0.789306 -2.876329 2.473687 2.187838 -1.867715 0.057142 2.828007 -0.143629 1.541628 -1.621188 -0.473420 -4.405618 1.546102 1.847997 -3.108592 -2.267153 1.412838 -0.953257 -0.639044 -2.474769 3.641140 -1.954143 -0.479818 -1.442718 2.240283 0.855648,8,17.512513999999996,"[ 13.90595265  14.02412966 -13.97817061  10.51724766 -12.09697248
   4.60628803  -1.43202944   1.96606852]"
CCCCCCCO,1,Train,29.0,29.362267,1.457262 7.008607 -4.627555 -2.955950 1.461994 0.015845 -8.353413 -2.057355 4.938416 0.074519 0.940099 2.787313 1.916282 -1.527704 -0.181743 4.541961 3.821320 2.858584 3.290704 -2.338305 5.915409 0.950614 1.155572 2.173437 -0.751015 -3.006849 0.022764 0.823355 2.872972 -6.302030 1.673549 -0.659678 -3.248859 -3.464360 -1.458925 0.620340 1.961553 1.652505 0.539256 -5.047765 3.990227 2.216809 -2.091223 1.344363 3.729595 -0.351041 2.791236 -4.714435 -0.417274 -7.799232 1.692980 4.024958 -5.214892 -4.252335 3.401093 -2.325205 -0.503055 -3.694586 5.692549 -3.213870 -0.361035 -1.737849 4.233679 1.885211,8,29.362267000000003,"[ 1.42533563  6.53128691  8.48991051  9.36671318  7.45133395  1.29067822
 -4.63132379 -0.5616676 ]"
CCCCCCOC,1,Train,99.8,104.78195,6.060756 26.571287 -15.758735 -9.037963 5.942173 3.085116 -31.730450 -5.546000 18.288324 -0.770507 5.303661 9.173409 7.154294 -4.218318 -1.877018 17.931768 15.121561 10.100034 12.901327 -8.540203 20.445623 4.999347 5.026002 11.211779 -3.287083 -9.019066 1.920274 2.059590 8.637148 -24.316513 4.905463 -2.030876 -10.245926 -14.258206 -8.685809 3.510950 7.856999 4.777124 2.037964 -16.043192 15.418884 9.552574 -8.608800 5.158638 13.697699 -1.283444 8.955782 -16.524923 -1.218148 -29.067654 6.902570 14.304802 -19.420364 -14.847707 10.660410 -8.385336 -2.386300 -14.702196 19.937414 -9.926895 -0.697641 -5.610423 15.075430 5.292483,8,104.78195,"[ 7.72552711 13.16185017 15.95773115 16.60887136 16.71932577 15.37446595
 12.40654034  6.82763815]"
CCCCCCCC,1,Train,64.0,60.63458,3.299115 15.119797 -9.229031 -5.353788 3.334326 1.522598 -18.206703 -3.265399 10.374545 -0.548454 2.798961 5.181705 3.578678 -2.559023 -0.904262 10.319358 8.843320 5.750682 7.701085 -5.257084 11.767066 2.563891 3.108475 6.250740 -1.809134 -5.489435 0.867474 1.355836 4.798850 -14.017836 2.840512 -1.296003 -5.732838 -8.243315 -5.093094 1.628045 4.836953 3.103469 0.959178 -9.486788 8.785619 5.672209 -5.068118 2.688940 7.756791 -0.702104 5.191630 -9.706850 -0.571450 -17.128880 3.574733 7.967552 -11.262407 -8.853223 6.129390 -5.179516 -1.315784 -8.116774 11.658401 -5.957610 -0.470680 -3.347500 8.581000 2.969833,8,60.63458,"[ 3.46651349  6.82400031  9.18821566 10.83856054 10.83856054  9.18821566
  6.82400031  3.46651349]"
CCCC/C=C\CC,1,Train,38.1,37.385414,1.958001 9.447554 -5.917258 -3.102431 1.952201 1.067190 -11.118345 -1.858330 7.001749 -0.281961 2.000771 3.232838 2.403370 -1.595252 -0.724284 6.702900 5.522172 3.357401 4.652827 -3.006769 7.104279 1.678731 1.829547 4.306099 -1.188729 -3.269725 0.159225 0.700164 3.150712 -8.287270 1.798390 -0.287104 -3.432857 -5.765673 -3.181657 1.260665 3.136531 1.829517 1.020708 -6.328196 5.465263 3.675403 -3.730493 1.783947 4.940073 -0.553642 2.658973 -5.977182 -0.137277 -10.777038 2.245541 4.643298 -6.785409 -5.517401 3.846340 -2.964884 -0.652533 -4.991753 7.239290 -3.139950 -0.464002 -2.101763 5.186124 1.543488,8,37.385414,"[2.55346603 5.19542164 6.89862617 6.22875316 5.66603379 4.97828947
 3.65063237 2.21419138]"
CCc1ccccc1,1,Train,6.295,6.235164,0.081129 1.621514 -1.424087 -0.374330 0.182128 0.071606 -1.833461 -0.147261 0.858717 0.216995 0.569906 0.933556 0.392087 -0.090050 -0.178203 0.910989 0.840974 0.408639 0.998083 -0.471032 1.417321 0.231986 -0.097097 0.588279 -0.062586 -0.620105 -0.099745 0.296817 0.139961 -1.024811 0.000473 0.243653 -0.833403 -0.564352 -0.431649 0.317970 0.151905 0.461347 0.464003 -1.347548 0.888679 1.046251 -0.894099 -0.203622 1.015932 0.027420 0.213550 -0.782093 -0.105314 -1.638121 0.635850 0.720939 -1.059045 -0.581682 0.363352 -0.599805 0.006212 -0.878449 1.287687 -0.519666 -0.505649 -0.615159 0.722280 0.368116,8,6.235163999999999,"[0.78354449 0.63948703 0.88905313 0.59440466 0.91979866 0.89467271
 0.91979866 0.59440466]"
C1CCCC(=O)CC1,1,Train,22.5,21.9917,1.130158 6.055829 -3.303484 -1.544728 1.243536 0.831232 -6.919930 -0.330238 4.101211 -0.164521 1.617151 2.366053 1.876412 -0.566199 -0.660355 3.990498 3.242625 2.287192 3.225345 -1.721033 4.340150 1.392034 0.980064 2.923398 -0.440746 -1.512306 0.377017 0.620344 1.952245 -5.111224 0.912805 -0.071922 -1.744469 -3.453687 -2.217474 1.046948 1.989750 1.008620 0.637522 -3.114339 3.279463 2.327382 -2.456486 1.055672 3.142907 -0.122936 1.672565 -3.123889 -0.281046 -6.372839 1.436722 2.591379 -3.956931 -3.015059 2.176600 -1.645437 -0.448918 -3.240735 4.152842 -1.616778 -0.178988 -1.276842 2.982250 0.909091,8,21.9917,"[3.09097368 3.09097368 2.91481629 2.67540888 3.25756893 1.37173337
 2.67540888 2.91481629]"
CCCC/C=C/CC,1,Train,34.0,37.385414,1.958001 9.447554 -5.917258 -3.102431 1.952201 1.067190 -11.118345 -1.858330 7.001749 -0.281961 2.000771 3.232838 2.403370 -1.595252 -0.724284 6.702900 5.522172 3.357401 4.652827 -3.006769 7.104279 1.678731 1.829547 4.306099 -1.188729 -3.269725 0.159225 0.700164 3.150712 -8.287270 1.798390 -0.287104 -3.432857 -5.765673 -3.181657 1.260665 3.136531 1.829517 1.020708 -6.328196 5.465263 3.675403 -3.730493 1.783947 4.940073 -0.553642 2.658973 -5.977182 -0.137277 -10.777038 2.245541 4.643298 -6.785409 -5.517401 3.846340 -2.964884 -0.652533 -4.991753 7.239290 -3.139950 -0.464002 -2.101763 5.186124 1.543488,8,37.385414,"[2.55346603 5.19542164 6.89862617 6.22875316 5.66603379 4.97828947
 3.65063237 2.21419138]"
CCC(C)CC(C)C,1,Train,38.36,39.813713,2.070934 9.930577 -6.409820 -3.510331 2.159198 1.069302 -12.215856 -2.093157 7.329999 -0.764811 1.956545 3.741364 2.157313 -1.626637 -1.236289 7.674506 5.919194 3.367809 4.977859 -3.530630 7.600479 1.749663 1.502774 4.391058 -0.938050 -3.188295 0.285115 1.763785 3.480169 -9.156903 1.240989 -0.454846 -3.442859 -6.404345 -2.851683 1.699211 3.492060 2.051325 0.696427 -6.410728 5.407966 4.152193 -4.547053 1.768598 5.320873 -0.582267 3.044993 -6.270178 -0.254876 -11.649879 2.330327 4.256984 -7.283918 -6.247610 4.088268 -3.389883 -1.320194 -5.106466 8.090209 -3.369575 -1.001864 -2.465631 5.608116 1.754829,8,39.813713,"[2.12590308 4.4400463  8.89142055 3.10871317 6.17598343 9.20638412
 2.93263118 2.93263118]"
CC1CCCCC1C,1,Train,24.0,23.41811,1.220181 6.291672 -3.620788 -1.794201 1.406292 0.927620 -7.178098 -0.716762 4.454412 -0.303310 1.545260 2.271941 1.531858 -0.676008 -0.874663 4.345907 3.643673 2.210629 3.220219 -2.007726 4.451844 1.214896 0.897825 2.969565 -0.721504 -1.695579 0.116243 0.420229 1.836966 -5.415767 0.888842 -0.107620 -1.947266 -3.813525 -2.490345 1.205654 2.024192 0.888010 0.861560 -3.582320 3.360248 2.533759 -2.875775 1.231472 3.208351 -0.122523 1.479873 -3.772984 -0.222167 -6.877913 1.497495 2.781584 -4.022346 -3.301017 2.388292 -1.949824 -0.183875 -3.333097 4.415747 -1.561929 -0.123036 -1.224713 3.160599 1.012417,8,23.41811,"[1.48169387 4.19800712 2.96142969 3.06792472 3.06792435 2.96142967
 4.19800708 1.48169351]"
C1/C=C\CC/C=C\C1,1,Train,25.7,25.178371,1.279825 6.559031 -3.800939 -1.587972 1.457567 1.102951 -7.737289 -0.797147 4.907832 -0.281542 1.783020 2.523892 1.742492 -0.789661 -0.998577 4.545602 3.953207 2.225704 3.540745 -2.035959 4.700537 1.232826 1.068425 3.378500 -0.684471 -1.896925 0.167621 0.447936 2.031123 -5.800000 0.950146 -0.090596 -1.785034 -4.399931 -2.938550 1.215554 2.069108 1.055358 0.968775 -3.819658 3.622932 2.884200 -3.134998 1.349213 3.543916 -0.218807 1.502960 -4.106093 -0.122321 -7.364676 1.659524 3.079373 -4.387490 -3.765551 2.364029 -2.180651 -0.378832 -3.489011 4.770103 -1.580289 -0.074553 -1.365404 3.296787 1.178566,8,25.178371,"[3.16983879 3.12475396 3.12475396 3.16983879 3.16983879 3.12475396
 3.12475396 3.16983879]"
C1CCCCCCC1,1,Train,22.3,21.925451,1.581904 5.808884 -3.233543 -1.582879 1.205006 0.703489 -6.708773 -0.910537 4.263222 -0.198318 1.093024 2.118196 1.491730 -1.014535 -0.665015 3.845486 3.230639 2.467965 2.936432 -1.731043 4.064731 0.971284 1.408202 2.325239 -0.660862 -1.816618 0.191047 0.317389 2.053020 -5.398559 1.248172 -0.520327 -1.738046 -3.412182 -2.190590 0.626928 2.082019 0.954372 0.473493 -3.075114 3.094024 2.028185 -2.077583 1.199846 3.118904 -0.466340 1.662470 -3.530540 -0.442154 -6.488666 1.049024 2.569924 -4.143412 -2.911063 2.323067 -1.743340 -0.468364 -3.095186 4.200599 -2.036991 0.011117 -1.364709 2.886540 1.063346,8,21.925451,"[2.74068137 2.74068137 2.74068137 2.74068137 2.74068137 2.74068137
 2.74068137 2.74068137]"
CCOC(C)OCC,1,Train,54.1,57.117756,3.241451 15.109344 -8.968891 -4.726022 2.837092 1.352755 -18.376530 -2.812067 9.982939 -0.476026 3.512365 6.214390 4.770081 -2.106882 -0.724780 10.500189 8.042169 5.355013 6.843095 -3.870839 11.321903 3.447805 2.060156 7.154465 -1.586933 -4.262342 1.370710 2.090318 5.717010 -12.790249 2.418595 -1.185752 -5.025028 -8.238446 -4.684626 3.051456 4.797429 2.508888 1.517296 -8.404470 8.371131 5.095052 -6.022480 2.833733 8.941324 -1.411514 4.787714 -8.701200 -0.408629 -15.624753 3.652625 6.079070 -11.032602 -7.398283 5.539836 -3.901467 -1.769782 -7.887850 11.182277 -4.416584 -0.357198 -3.305890 8.204627 2.399485,8,57.117756,"[ 3.63724753  6.64912074  8.06595333 16.77886758  3.63424523  8.06595333
  6.64912074  3.63724753]"
CCCCC(=O)OC,1,Train,13.3,12.557223,0.469620 3.418750 -2.344304 -0.754552 0.237404 -0.174721 -4.052770 -0.650826 2.202546 0.395982 0.367810 2.110780 1.043177 -0.085061 0.490077 1.122454 1.938713 1.602098 0.991244 -0.872084 2.973656 0.999849 0.351287 0.565834 -0.117565 -1.420280 0.646499 0.868540 1.311327 -2.832337 1.249661 -0.005031 -1.316031 -1.080971 0.062663 -0.113308 0.366347 0.741785 0.670045 -2.349983 1.815871 1.262798 -0.490569 -0.177688 1.923934 -0.083635 1.616976 -0.657182 -0.413477 -2.887775 0.868707 1.801186 -2.228373 -1.476263 1.294149 -0.693633 -0.337135 -1.811726 2.314565 -2.302394 -0.589634 -0.923669 1.613186 0.890986,8,12.557222999999999,"[1.85572156 3.79123332 3.46698575 1.37684519 1.01219261 0.06590605
 0.30630347 0.68203505]"
CCCCCCC=C,1,Train,40.0,39.974205,1.907269 9.647608 -6.368966 -3.404081 1.767391 0.767696 -11.785069 -2.621212 6.857244 -0.233361 1.457773 3.388539 2.126764 -1.941198 -0.399943 6.527820 5.799694 3.747109 4.643975 -3.400471 7.693786 1.250130 2.251647 3.698561 -1.268813 -3.840943 0.141631 0.869115 3.300724 -9.132213 2.089482 -0.786598 -3.803061 -5.599347 -3.133956 0.701665 3.066614 2.563946 0.753260 -6.727719 5.723500 3.576098 -3.424830 1.566823 5.022069 -0.808824 3.495773 -6.692662 -0.353609 -11.354487 2.015283 5.031052 -7.476487 -5.948307 4.198338 -3.253078 -1.007880 -5.281172 7.760875 -4.054356 -0.318458 -2.388646 5.502725 1.898923,8,39.974205,"[ 0.14193414  8.09363813 11.20714528 14.24222734 10.47799677  5.99825456
 -4.25681816 -5.93017306]"
CCC/C=C\CCC,1,Train,36.55,37.95025,2.007880 9.691255 -6.010816 -3.098647 2.034271 1.266701 -11.328073 -1.652903 7.135784 -0.379780 2.216092 3.335052 2.651348 -1.563764 -0.763881 6.785904 5.597444 3.448868 4.901413 -3.005961 7.137080 1.860048 1.601895 4.484657 -1.201410 -3.294340 0.141685 0.670451 3.091503 -8.489997 1.691587 -0.213122 -3.353019 -6.036332 -3.374594 1.288089 3.126188 1.743162 0.978346 -6.354044 5.556767 3.850736 -3.764312 1.833756 5.031468 -0.414883 2.662384 -5.926729 -0.172242 -10.966034 2.378458 4.875825 -6.742844 -5.649315 3.985486 -3.144697 -0.544444 -5.232443 7.290261 -3.103798 -0.489372 -2.113688 5.362554 1.673784,8,37.95025,"[3.55733148 3.68303412 6.19161278 5.54314662 5.54314662 6.19161278
 3.68303412 3.55733148]"
CCCCC=CCC,1,Train,36.0,37.385414,1.958001 9.447554 -5.917258 -3.102431 1.952201 1.067190 -11.118345 -1.858330 7.001749 -0.281961 2.000771 3.232838 2.403370 -1.595252 -0.724284 6.702900 5.522172 3.357401 4.652827 -3.006769 7.104279 1.678731 1.829547 4.306099 -1.188729 -3.269725 0.159225 0.700164 3.150712 -8.287270 1.798390 -0.287104 -3.432857 -5.765673 -3.181657 1.260665 3.136531 1.829517 1.020708 -6.328196 5.465263 3.675403 -3.730493 1.783947 4.940073 -0.553642 2.658973 -5.977182 -0.137277 -10.777038 2.245541 4.643298 -6.785409 -5.517401 3.846340 -2.964884 -0.652533 -4.991753 7.239290 -3.139950 -0.464002 -2.101763 5.186124 1.543488,8,37.385414,"[2.55346603 5.19542164 6.89862617 6.22875316 5.66603379 4.97828947
 3.65063237 2.21419138]"
CC(=CC=C(C)C)C,1,Train,19.9,20.387506,0.837601 5.833702 -3.287541 -1.554850 1.152975 0.747535 -6.426515 -0.374749 3.740527 -0.261113 1.440524 2.280901 1.113790 -0.495852 -0.609017 3.781183 3.140066 1.620436 2.600847 -1.537878 3.780470 1.092170 0.356896 2.785132 -0.731598 -1.446875 -0.169177 0.152761 1.474644 -4.452367 0.751763 -0.032254 -1.647107 -3.559296 -2.328582 1.376139 1.621452 0.673883 1.086493 -3.298327 2.988434 2.432355 -2.596123 0.968983 2.987295 0.009224 1.167341 -3.325533 -0.039837 -6.072070 1.506954 2.291893 -3.466084 -2.646523 1.869329 -1.694111 0.254607 -3.131145 3.623962 -1.018325 0.031290 -0.876690 2.877672 0.965903,8,20.387506,"[1.83031897 3.10806068 3.42505482 3.42505453 3.10806022 1.8303189
 1.8303189  1.83031897]"
CC(=O)CC(C)(C)O,1,Train,11.5,11.2631,0.377717 4.147086 -1.601337 -0.534772 1.059837 -0.410015 -4.309929 -1.045974 2.057812 0.102378 1.181095 2.566589 0.810436 -0.296383 -1.366801 2.241501 1.370102 0.532810 1.912961 -0.999837 2.405424 -0.266106 -0.063621 0.596382 0.249576 -1.072403 0.722481 0.877061 1.668676 -3.086102 -0.012599 0.208392 -0.590122 -1.817828 -1.689334 0.957229 1.397077 0.564072 0.868651 -0.830853 1.009554 1.171861 -1.829386 0.212539 2.480556 -0.340427 0.949829 -0.730213 0.042232 -2.526482 0.532443 0.594287 -1.716126 -1.390855 1.375215 -0.639265 0.146312 -1.194151 2.182975 -1.403534 -0.164392 -0.947409 0.762217 0.538665,8,11.263100000000001,"[0.53841711 3.71897918 0.46767146 0.37105052 5.72137457 0.08069236
 0.08069236 0.28422244]"
CCC1CCCCC1,1,Train,35.8,35.48249,2.188724 9.171822 -5.467039 -3.011332 2.047327 1.157848 -10.826818 -1.601783 6.405182 -0.266549 2.030351 3.069986 2.357991 -1.280154 -0.886567 6.173233 5.220751 3.515974 4.435333 -3.081234 6.993128 1.769044 1.785034 3.923745 -1.088082 -2.896205 0.307104 0.741708 2.815451 -8.335740 1.648684 -0.573072 -3.309669 -5.074201 -3.232242 1.289079 3.009584 1.586528 0.786210 -5.397176 5.112475 3.428439 -3.356625 1.705132 4.756248 -0.410721 2.641992 -5.628064 -0.308296 -10.048688 2.217257 4.354978 -6.436313 -5.005076 3.718308 -2.935960 -0.820717 -4.934499 6.840626 -3.059344 -0.158364 -2.066550 4.874684 1.427372,8,35.48249,"[2.2196203  4.3405633  6.31076749 4.65276671 4.40885544 4.4882946
 4.40885544 4.65276671]"
CCCC(C)C(=O)C,1,Train,18.7,18.673706,0.916482 5.011765 -2.728089 -1.577882 1.109363 0.393530 -5.815581 -1.000975 3.454523 0.009950 1.116323 1.920925 1.297243 -0.774580 -0.268645 3.275735 2.697867 1.863854 2.412386 -1.552932 3.592530 1.313501 0.671402 2.076206 -0.259005 -1.616755 0.265528 0.530014 1.902936 -4.013071 0.843430 -0.234976 -1.723798 -2.679935 -1.402802 0.603725 1.721205 0.841722 0.342160 -2.880584 2.602066 1.851468 -1.452620 0.599419 2.519454 -0.223413 1.498722 -2.451940 -0.098125 -5.392398 0.953992 2.239531 -3.644777 -2.525734 2.006765 -1.378177 -0.180964 -2.404267 3.619700 -1.666967 0.052242 -1.147079 2.526571 1.088375,8,18.673706,"[-3.05414598  5.70752359  2.64344458  4.59839406  0.38868948  5.52057436
  1.91257325  0.95665266]"
CCCC(C)C(C)O,1,Train,15.1,15.254237,0.827197 4.368339 -1.942370 -1.345996 0.856489 0.123358 -4.849053 -0.832045 3.021265 0.113941 0.937362 1.796734 1.234120 -0.626736 -0.352795 2.934834 2.388683 1.499789 2.167436 -1.192272 2.792614 0.818302 0.113839 1.575888 -0.176631 -1.341810 -0.025957 0.514890 1.490388 -3.083634 0.822030 -0.250330 -1.345908 -2.348689 -1.569316 0.908634 1.824194 0.582914 0.627605 -2.235395 2.199043 1.644753 -1.666356 1.103256 2.399380 -0.107851 1.225304 -2.172674 -0.131890 -4.648913 0.471024 1.616995 -2.708278 -1.848727 1.519506 -1.193220 0.262775 -2.099859 2.673493 -1.055096 0.102755 -0.577749 2.177906 0.854536,8,15.254237,"[1.76246162 2.82946844 2.76833143 2.74026729 1.07018312 2.2698212
 0.93306246 0.88064143]"
C1CCC(CC1)CO,1,Train,21.34,20.73404,1.030972 5.583912 -2.846786 -1.598280 1.324233 0.489242 -6.406012 -0.429098 4.128712 -0.291493 1.482728 2.134944 1.653489 -0.666138 -0.809669 3.758398 3.061007 1.905037 3.020881 -1.651196 3.819924 1.161769 0.830121 2.569069 -0.516376 -1.651171 0.125938 0.402491 1.815123 -4.572656 0.901743 -0.193825 -1.350975 -3.335498 -2.304399 0.983334 1.982698 0.917410 0.691747 -3.031740 2.963222 2.218102 -2.490615 1.323213 3.108397 -0.020467 1.572912 -3.128463 -0.158605 -6.092989 1.269316 2.504735 -3.299432 -2.933423 2.053503 -1.805134 -0.135773 -2.996020 3.919230 -1.375141 -0.161617 -0.940526 2.881772 1.163908,8,20.734040000000004,"[3.04867098 3.01005035 2.91680359 3.9503447  2.91680359 3.01005035
 1.14867967 0.73263676]"
CCC(C)C(C)(C)C,3,Train,14.0,14.563954,0.515153 3.806196 -2.358203 -1.414024 0.817348 0.120239 -4.342466 -0.960998 2.615096 -0.043949 0.815818 1.555647 0.767420 -0.442149 -0.562844 2.677773 2.221244 1.139250 1.643932 -1.244590 2.835487 0.633334 0.188542 1.695876 -0.502596 -1.202560 -0.214398 0.352635 1.214695 -2.979887 0.548689 0.008455 -1.410755 -2.272126 -1.139110 0.874201 1.438831 0.710155 0.838815 -2.435398 1.821221 1.622417 -1.900817 0.490118 1.893283 -0.151744 0.842160 -2.397084 -0.099221 -4.172394 0.630693 1.455988 -2.632698 -1.892235 1.392212 -1.144040 -0.012565 -2.119442 2.755215 -1.089218 -0.063911 -0.829878 1.910411 0.901492,8,14.563954,"[1.35454959 1.62068791 2.52966587 0.97435316 3.77651167 1.43606193
 1.43606193 1.43606193]"
CCCCCC=CC,2,Train,43.0,45.022366,2.300904 11.375584 -7.046361 -3.831000 2.470837 1.404825 -13.398182 -2.278170 8.182359 -0.449471 2.262633 3.834190 2.585143 -1.901137 -0.727021 8.108922 6.689108 4.107681 5.698777 -3.785256 8.563859 2.076343 2.180462 5.115132 -1.343235 -3.994286 0.398481 0.894440 3.703524 -10.057169 2.057899 -0.568726 -4.088151 -6.708899 -3.823721 1.377852 3.833878 2.117325 0.868305 -7.390363 6.574984 4.471128 -4.168332 2.028034 5.932662 -0.604757 3.417692 -7.007762 -0.225957 -13.071480 2.684737 5.761863 -8.235769 -6.744928 4.592355 -3.801930 -0.840494 -5.929003 8.795602 -3.939620 -0.595169 -2.481355 6.455357 2.008383,8,45.022366,"[2.90114526 5.78648485 6.94539901 7.48472653 6.97863516 6.1907486
 5.84939564 2.88583096]"
CCC(C)(C)C(C)C,3,Train,17.0,16.96809,0.543095 4.086800 -2.967417 -1.829727 0.882443 0.103083 -5.024083 -1.142333 2.708076 -0.011209 0.825867 1.668547 0.853826 -0.413222 -0.495804 3.056099 2.504719 1.292896 1.788073 -1.377198 3.502487 0.702165 0.284018 1.857152 -0.574132 -1.398571 -0.257504 0.621204 1.282391 -3.475776 0.683357 -0.144437 -1.781221 -2.434541 -1.102950 0.904760 1.484258 0.921676 0.859661 -2.944680 2.167791 1.814548 -2.099087 0.434481 2.187479 -0.092141 1.151401 -2.820142 -0.022097 -4.590421 0.903747 1.813903 -3.085646 -2.341707 1.541367 -1.381970 -0.265771 -2.374338 3.355498 -1.345747 -0.201841 -1.058518 2.162389 0.944937,8,16.968090000000004,"[1.75097626 2.00623136 4.96864554 1.17899331 1.17899331 2.84173578
 1.52125722 1.52125722]"
