Canonical_SMILES,Device_tier,Train/Valid/Test,CN,predicted,glob_vector
CCCCOC(=O)CCC,1,Train,17.9,17.126427,0.395570 4.692621 -2.977628 -1.056822 0.827639 0.182577 -5.224804 -0.989493 3.000591 -0.061694 0.611164 2.431042 1.712550 -0.652682 0.370307 2.297782 2.416039 2.301026 1.663167 -1.022652 3.994809 1.063624 0.664899 0.786903 -0.018701 -1.343611 0.225039 1.000887 2.101213 -3.990318 0.889160 -0.231326 -1.413570 -2.113348 -0.048186 0.277565 0.750374 0.818910 0.447559 -3.182492 2.593301 1.417550 -0.608906 0.330722 2.668368 -0.147754 1.613800 -1.316347 -0.505960 -4.427309 1.331576 2.656878 -2.938186 -2.043771 2.114412 -1.411082 -0.304528 -2.605696 3.420959 -2.541773 -1.085742 -0.845976 2.473871 1.292672
CC1=CCC(=C(C)CCC=C(C)C)CC1,1,Train,32.2,32.623394,1.595806 8.724685 -5.123321 -2.663986 1.907202 1.325199 -10.044482 -1.000628 6.047732 -0.455299 2.287331 3.157862 1.993626 -0.859828 -0.814112 5.811618 4.839432 3.061327 4.234948 -2.831765 6.133381 1.669595 1.109823 4.137390 -0.990722 -2.446792 0.096260 0.438205 2.444699 -7.462679 1.306123 -0.227437 -2.736508 -5.216842 -3.477164 1.569628 2.584446 1.234370 0.999916 -5.141202 4.872983 3.709090 -3.581719 1.543306 4.640917 -0.224752 2.054392 -5.095519 -0.119414 -9.557766 2.383103 3.931631 -5.494572 -4.534689 3.319135 -2.944601 -0.158769 -4.794767 6.111274 -2.097014 -0.172020 -1.712216 4.659048 1.221676
CC1(COC1)C,1,Train,9.86,9.739085,0.309090 2.702986 -1.373770 -0.910527 0.498509 -0.222492 -3.269679 -0.156393 1.579268 0.149835 0.818015 1.572914 0.733075 -0.254365 -0.148830 1.318757 1.418207 0.860905 1.233223 -0.815395 2.105130 0.622718 0.008009 1.197389 -0.080441 -0.903364 0.339704 0.706993 0.657396 -2.201458 0.391183 0.044309 -0.889197 -1.331807 -0.529663 0.595939 0.760105 0.546128 0.514030 -1.447703 1.094437 1.199947 -1.203495 0.070840 1.494244 0.074941 0.728909 -0.899085 -0.045460 -2.375828 0.656377 0.899196 -1.759320 -1.320613 0.862445 -0.453740 -0.175710 -1.141800 1.805634 -1.107837 0.137985 -0.944193 1.072441 0.708062
CCCCCC(=O)OCCC,1,Train,25.605,25.014118,0.704914 6.434384 -4.154230 -1.814260 1.361512 0.345422 -7.688265 -1.419844 4.295181 -0.181978 0.918240 2.738467 1.913043 -1.062119 0.468244 3.386033 3.321443 2.692334 2.511947 -1.865368 5.218154 1.932878 1.080971 1.911358 -0.250847 -2.179092 0.307056 1.066807 2.758129 -5.485324 1.143445 -0.508220 -1.915266 -2.931730 -0.959035 0.695220 1.562899 1.418174 0.512128 -4.350450 3.580904 2.226844 -1.306865 0.587242 3.475780 -0.432572 2.498963 -2.853250 -0.464338 -6.749591 1.613785 3.598052 -4.801044 -3.216752 2.870462 -1.963731 -0.552916 -3.544198 4.891743 -3.053670 -0.615678 -1.308731 3.658896 1.825604
CCC=CCC(=O)OC,1,Train,7.91,7.6341624,0.539055 2.361300 -1.544173 0.031406 -0.593626 -0.373384 -2.197042 -0.277235 1.610962 0.636887 0.529850 2.229651 1.319796 0.102877 0.110084 0.402420 1.171723 1.576546 0.630266 -0.237450 2.054080 0.089518 0.002365 0.241319 -0.301702 -0.614240 0.154357 0.368700 0.483392 -1.801783 1.154518 -0.000121 -0.830689 -0.747080 0.011871 -0.414751 -0.277019 0.340277 0.986989 -1.437750 0.921151 0.660379 -0.494694 -0.180439 1.277804 0.377125 0.979507 0.248832 -0.560897 -1.479158 0.592782 1.037935 -0.935219 -0.414976 0.960497 -0.560515 0.041227 -1.870448 1.563904 -1.776946 -0.241935 -0.762608 1.099081 0.371517
CCCC(C)C(=O)C,1,Train,18.7,18.673706,0.916482 5.011765 -2.728089 -1.577882 1.109363 0.393530 -5.815581 -1.000975 3.454523 0.009950 1.116323 1.920925 1.297243 -0.774580 -0.268645 3.275735 2.697867 1.863854 2.412386 -1.552932 3.592530 1.313501 0.671402 2.076206 -0.259005 -1.616755 0.265528 0.530014 1.902936 -4.013071 0.843430 -0.234976 -1.723798 -2.679935 -1.402802 0.603725 1.721205 0.841722 0.342160 -2.880584 2.602066 1.851468 -1.452620 0.599419 2.519454 -0.223413 1.498722 -2.451940 -0.098125 -5.392398 0.953992 2.239531 -3.644777 -2.525734 2.006765 -1.378177 -0.180964 -2.404267 3.619700 -1.666967 0.052242 -1.147079 2.526571 1.088375
CCCCCC=CCC=CCCCCCCCC(=O)OC,1,Train,43.8,44.31123,2.102799 11.195974 -6.744536 -3.730670 2.177662 0.874797 -13.205698 -2.208251 7.871876 -0.350661 1.681306 4.086787 2.647941 -1.871833 -0.089786 7.312379 6.399101 4.477266 5.840253 -3.526434 8.477774 2.469132 2.446795 4.459325 -0.991904 -4.196649 0.774292 0.927569 4.209578 -10.124892 2.510038 -1.017062 -3.663602 -5.879727 -3.250314 0.756277 3.399434 2.425042 0.257035 -6.945441 6.292975 3.668647 -2.892446 1.417836 5.543000 -1.002253 4.210641 -6.474250 -0.635030 -12.756914 2.152012 6.233244 -8.500023 -6.574780 4.926262 -3.379202 -0.943762 -5.875990 8.875592 -4.409544 0.071120 -2.492736 6.383090 2.761307
CCCC(C)CC,1,Train,42,42.11727,2.049280 10.476074 -6.802976 -3.603493 2.275625 1.126698 -13.097554 -2.113528 7.626529 -0.743382 2.168641 3.925457 2.651319 -1.850384 -1.066640 7.752442 6.118454 3.444963 5.302736 -3.579388 8.140393 1.949694 1.681537 4.661213 -1.033751 -3.489425 0.411193 1.663990 3.660224 -9.631479 1.350631 -0.500509 -3.589773 -6.609106 -3.161414 1.850386 3.599506 2.262513 0.832280 -6.871587 5.850341 4.271741 -4.709404 1.848907 5.726837 -0.592971 3.306522 -6.554881 -0.157577 -12.104247 2.567876 4.569363 -7.780654 -6.526165 4.189418 -3.479767 -1.421620 -5.367038 8.413647 -3.554136 -0.944740 -2.568600 5.904042 1.885276
CC(=O)OC,1,Train,19.5,19.522936,1.302708 6.558050 -2.034506 -0.581309 1.229928 0.609735 -7.040245 -0.924721 4.083771 -0.111503 2.658494 3.443898 2.052614 -0.896586 -1.491874 3.933192 2.943293 1.705878 3.267727 -2.269839 3.630719 0.625713 -0.449020 2.289336 0.500459 -1.305642 0.969992 1.544223 2.497255 -4.397162 -0.023379 -0.438892 -0.829106 -2.992334 -2.363366 1.464606 2.377749 0.769477 1.613377 -2.159043 2.389786 2.288946 -2.754821 0.802712 2.862760 0.266428 1.085514 -1.910658 0.062786 -5.849968 0.587008 1.665974 -4.014534 -2.495214 2.041545 -1.706555 0.367802 -2.447486 3.209622 -1.589873 0.134250 -1.550431 2.215150 0.583542
C1CC2C3CCC(C3)C2C1,1,Train,20.4,19.537144,1.615965 5.413381 -2.869750 -1.800225 0.958880 0.562163 -5.978155 -0.661691 3.742391 -0.235354 1.306636 1.898800 1.367993 -0.741379 -0.754209 3.953981 3.074655 2.140028 2.880883 -1.763247 3.788985 0.723938 0.811508 2.333097 -0.535470 -1.538886 0.229731 0.585559 1.629589 -4.793718 0.876593 -0.571889 -1.689602 -3.063703 -2.014451 0.694292 2.013439 0.872072 0.249871 -2.790780 2.900481 1.905442 -1.961732 1.143017 2.647291 -0.461281 1.344882 -3.153615 -0.050200 -5.774532 1.090094 1.964908 -3.470767 -2.729952 2.065212 -1.666304 -0.253425 -2.631723 3.823555 -1.505220 0.353702 -1.302883 2.334393 0.381309
CCCCCCCCCCCCCCCC(=O)OC,1,Train,85.9,85.30585,4.314642 22.236727 -13.780107 -7.179053 4.555339 2.446783 -26.167402 -3.628618 14.708238 -0.781873 4.284943 7.529902 6.991369 -3.115615 -1.162990 14.627887 12.235088 8.402465 10.786064 -6.490902 16.637993 4.368854 4.306780 9.015038 -2.487091 -7.193030 1.296041 1.860975 7.107229 -19.521261 4.319844 -1.271263 -8.155472 -11.816711 -7.174733 2.740412 5.919464 4.440978 2.198101 -13.233347 12.785944 8.100142 -7.637029 4.617151 11.162431 -1.473571 7.511384 -13.121273 -1.308426 -23.845881 5.674583 11.122261 -15.791798 -11.807977 9.478092 -6.102148 -1.731108 -12.562281 16.032530 -7.638108 -0.129250 -4.479996 12.364370 3.790870
CC1(C2CCC(O1)(CC2)C)C,1,Train,18.8,18.388105,0.647945 4.756922 -2.762984 -1.467003 0.999415 0.369520 -6.055341 -0.240744 3.103224 0.158662 1.544327 2.243690 1.422802 -0.276873 -0.302703 2.775109 2.631006 1.787194 2.222378 -1.522942 3.826758 1.259353 0.372351 2.466300 -0.452175 -1.566435 0.229524 0.603593 1.159082 -3.970002 0.757280 0.085851 -1.718018 -2.678902 -1.451185 1.009222 1.333073 0.891182 0.713208 -2.888632 2.598007 2.109557 -2.213292 0.410606 2.701353 -0.034645 1.254740 -2.231016 -0.208077 -4.850305 1.441642 2.085470 -3.252763 -2.356040 1.752838 -1.290392 -0.300936 -2.623696 3.534722 -1.370766 -0.007836 -1.271955 2.599833 0.960023
CCCCCCC(C)c1ccccc1,1,Train,32.69,32.49993,1.728355 8.069175 -5.162236 -3.005363 1.590380 0.965234 -9.756339 -1.619903 5.730435 -0.442857 1.657932 2.933715 1.811196 -1.500040 -0.525436 6.035476 4.767903 2.969707 4.171951 -2.827399 6.352800 1.191429 1.518072 3.465525 -0.750313 -2.949043 0.254679 1.215695 2.722349 -7.346279 1.204207 -0.618384 -2.996815 -4.562433 -2.404521 1.113489 2.782098 1.789521 0.489635 -5.287676 4.693354 3.272020 -3.143709 1.224116 4.276284 -0.502609 2.526396 -5.047647 -0.122232 -9.414186 1.985809 3.580736 -6.026484 -4.932241 3.172947 -2.796892 -0.810015 -3.994536 6.525267 -2.979244 -0.395918 -2.073261 4.324803 1.219320
CCCCCCCCC(C)(C)C1CCCC2CCCCC21,1,Train,36.875,35.33349,1.736708 8.883600 -5.457862 -2.993963 1.713578 0.774925 -10.952881 -2.101530 6.288561 -0.463133 1.694778 3.590518 1.880700 -1.771677 -0.769553 6.406627 5.104835 3.425263 4.498403 -3.111478 6.716545 1.366279 1.496730 3.640014 -0.585310 -2.926507 0.323188 1.374543 3.322845 -8.092257 1.216761 -0.655251 -3.044805 -5.006366 -2.598282 1.223738 3.002426 2.038323 0.646540 -5.846992 4.765457 3.642345 -3.515788 1.414411 4.798794 -0.829814 2.793450 -5.584139 -0.246698 -10.223242 1.863023 3.839829 -6.743518 -5.378397 3.590796 -2.985149 -1.033402 -4.551252 7.076539 -3.143608 -0.482918 -2.086064 4.668396 1.736598
CC(=CCC/C(=C/CC/C(=C/CO)/C)/C)C,1,Train,24.04,24.26446,1.015848 6.838301 -3.345520 -1.936575 1.464433 0.481663 -7.708807 -0.608981 4.690623 -0.100219 1.790886 2.681269 1.716504 -0.803489 -0.725135 4.442826 3.690995 2.086801 3.437597 -2.003671 4.571424 1.304185 0.381642 2.850416 -0.605760 -1.993455 0.063178 0.425357 1.932543 -5.165474 1.106688 -0.142164 -1.688110 -4.120782 -2.835743 1.253359 2.348073 1.122553 0.949287 -3.733133 3.332484 2.853401 -2.874048 1.158433 3.527540 -0.122798 1.687407 -3.585515 0.215990 -7.072283 1.430399 2.586595 -3.912031 -3.341261 2.490512 -2.205510 0.255781 -3.491480 4.516008 -1.569829 0.127592 -1.117848 3.362478 1.266992
CCCCCCCC1=CC=CO1,1,Train,30.45,31.205717,1.435019 8.020756 -5.367202 -3.216013 1.673404 0.242859 -9.021312 -2.557565 5.159204 -0.521068 0.732635 2.302598 1.648267 -1.487359 -0.061477 4.960170 4.382161 3.237051 3.398072 -2.604020 6.346311 1.435006 1.718277 2.009503 -0.294248 -2.855582 0.358365 0.968256 2.725448 -6.947372 1.765824 -0.897125 -3.294883 -3.602577 -1.867617 0.699582 2.184241 1.792497 0.361241 -5.514977 4.289680 2.781008 -1.845299 1.246531 3.778802 -0.592047 2.888487 -4.736607 -0.436580 -8.782860 1.423870 4.167824 -6.033663 -4.320854 3.820258 -2.581458 -0.561867 -3.842493 6.007445 -3.844527 -0.230472 -1.751722 4.083240 1.936530
CCCOCCC,1,Train,106,110.28405,6.267768 27.744106 -16.632652 -9.377326 5.897588 3.267969 -33.338440 -6.011302 19.073137 -0.354185 5.958572 9.682581 7.864909 -4.322823 -2.139431 18.671423 15.833301 10.511284 13.165386 -8.640145 21.690884 4.983531 5.093633 11.940137 -3.624075 -9.313331 1.949808 2.357575 8.911592 -25.413490 5.079620 -1.849716 -11.533558 -15.053804 -8.929355 4.225670 7.712918 5.204332 2.834697 -17.307875 16.310175 10.130234 -9.434480 5.520972 14.627346 -1.268117 9.141523 -17.693722 -1.009914 -29.978333 7.781609 14.975574 -20.365463 -15.439604 10.917248 -8.502935 -2.631841 -15.483751 20.784298 -10.292467 -0.672501 -6.188139 15.641384 5.184072
CCCCCCCCC=C,1,Train,49.1,54.51333,2.914138 13.220030 -8.554251 -4.671912 2.611793 1.140226 -16.191507 -3.525456 9.137568 -0.297018 2.036471 4.592421 3.106961 -2.645845 -0.682609 8.995723 7.860959 5.471698 6.428562 -4.674938 10.536657 1.707182 3.076116 5.003518 -1.709203 -5.181127 0.530624 1.144676 4.421739 -12.589175 2.868201 -1.194497 -5.496790 -7.340997 -4.302382 1.061430 4.075593 3.268939 0.937676 -8.867074 7.694777 4.785474 -4.532778 2.282379 6.859191 -1.074010 4.761582 -9.093622 -0.587465 -15.296704 2.995528 7.003171 -10.237421 -7.825748 5.742750 -4.468438 -1.470312 -7.337736 10.540473 -5.689548 -0.239067 -3.163192 7.636725 2.646979
CCCCCCC,1,Train,53.8,55.17615,2.869232 13.675416 -8.495170 -4.894899 2.995008 1.329126 -16.498299 -3.031093 9.346350 -0.427166 2.495641 4.659148 3.236404 -2.310230 -0.717230 9.273329 7.994379 5.155384 6.889058 -4.747188 10.772165 2.326261 2.824145 5.641852 -1.643050 -5.030784 0.677945 1.218753 4.370598 -12.627480 2.608478 -1.118205 -5.316753 -7.454931 -4.547652 1.513251 4.333508 2.876715 0.972363 -8.787272 8.027454 5.169250 -4.591015 2.375099 7.065514 -0.586373 4.695251 -8.821624 -0.493682 -15.477735 3.277174 7.282448 -10.261103 -8.036360 5.565000 -4.695829 -1.185885 -7.355947 10.611756 -5.446229 -0.466633 -3.073564 7.771198 2.691601
C1CC[C@@H]2CCCC[C@@H]2C1,1,Train,39.4,36.847984,2.434464 10.109217 -5.400486 -2.752646 2.109747 1.433709 -11.504381 -1.297432 7.218589 -0.398880 2.334577 3.386403 2.743424 -1.271922 -1.357146 6.835628 5.637120 3.720007 5.242682 -3.148054 7.036678 2.060741 1.883485 4.666380 -1.017268 -2.711969 0.452597 0.519351 3.063611 -8.953083 1.744709 -0.616490 -2.782443 -5.832773 -4.053092 1.493091 3.547455 1.475458 0.946241 -5.282990 5.399368 3.623758 -3.801529 2.236420 5.134309 -0.592922 2.522498 -5.813491 -0.486392 -10.946133 2.160014 4.475728 -6.667233 -5.245677 3.750503 -2.954596 -0.651690 -5.354582 7.113765 -2.749938 -0.113555 -1.968262 4.945863 1.398788
CC1=CC=CC2=CC=CC=C12,1,Train,0,-0.47275627,0.096926 0.387355 -1.861869 0.859117 0.345680 0.722186 -1.107727 -0.335733 -0.375086 0.246316 -0.875246 0.864320 0.791902 0.615604 -1.053429 -0.704731 -0.493369 0.354662 -0.121050 -0.269236 0.395741 -1.249985 -0.149245 -2.393618 -0.477645 -0.867128 0.195789 0.070263 0.368954 -1.007403 0.087751 0.130397 0.596967 -0.243999 -0.443679 -0.336667 -1.228275 -0.389577 0.109528 0.113204 -0.483935 -0.598478 -0.291374 -0.268604 0.875044 -0.441900 -1.261895 0.354557 -0.453889 -0.320314 -0.436472 0.391867 0.025643 1.544391 -0.081863 -0.500527 -0.453394 0.148274 0.852305 0.067506 -1.070455 0.239603 -0.505254 1.390791
CC(C)CCOC(=O)C(C)OCCC(C)C,1,Train,43.6,43.0484,1.769779 11.004609 -7.018494 -2.747751 1.897977 1.343909 -13.907845 -1.255634 7.236892 0.488109 3.013412 5.134758 4.026317 -1.184983 -0.194921 7.283832 6.264425 4.347262 5.128706 -2.743011 8.799249 3.106739 1.474770 5.545515 -1.016670 -3.247221 0.744799 1.848400 4.244548 -9.027396 1.938434 -0.436832 -4.014591 -6.190103 -2.914485 1.921720 2.956389 2.162359 1.627875 -6.515017 6.470967 4.385486 -4.413153 1.695873 6.712340 -0.847081 3.836102 -5.572124 -0.435823 -11.543972 3.430499 4.750918 -8.108759 -5.831630 4.159077 -2.736877 -1.634286 -6.203905 8.565159 -3.114613 -0.311012 -2.631181 6.446479 1.914465
CCCCCC12CC3CC(C1)CC(C3)C2,1,Train,48.5,48.98909,3.046139 13.026379 -7.359720 -3.944464 2.733029 1.740898 -15.252468 -1.983034 9.437936 -0.718012 3.024704 4.647293 3.144101 -1.908503 -1.630851 9.371719 7.337924 4.899737 6.833530 -4.489790 9.303382 2.232926 2.462696 5.938750 -1.203398 -3.788565 0.639670 1.363442 4.231284 -11.665686 2.017265 -0.601130 -3.697906 -7.559801 -4.782795 1.668580 4.685623 2.251702 0.866870 -7.362004 6.961535 5.004876 -5.101525 2.824986 6.564015 -0.763336 3.475610 -7.697120 -0.372751 -14.822924 2.881398 5.627946 -8.839155 -7.491799 5.075102 -4.182465 -1.115827 -6.725355 9.864867 -3.838808 -0.617564 -2.653476 6.587679 1.630696
CC(C)CCOCCCC(=O)OCCC(C)C,1,Train,61.7,61.818043,2.635386 15.988499 -9.982521 -4.352406 3.167738 1.953572 -19.996080 -2.192248 10.917470 -0.342856 4.139286 7.147492 5.442513 -2.179878 -0.943112 11.378307 8.557323 6.184890 7.945046 -4.238380 11.923815 3.768389 2.504230 7.730095 -1.220606 -4.087049 1.167272 2.968721 6.249826 -14.043443 2.162179 -0.688236 -5.204311 -9.225735 -4.267652 2.882066 4.288276 3.182567 1.634343 -9.265905 8.947864 6.109436 -6.868102 3.047773 9.467646 -1.497383 5.216542 -8.359379 -0.639552 -17.080206 4.602405 6.860444 -11.590012 -8.922635 6.298777 -4.451901 -2.362005 -8.676142 12.298291 -4.590521 -0.878969 -3.654840 9.208799 2.776305
CCCCCCCCCCCCCC,1,Train,85.1,88.38728,5.485740 22.233801 -13.158644 -7.771997 4.887103 2.516370 -26.900717 -4.702130 15.380235 -0.668593 4.533198 7.675564 5.971838 -3.796895 -1.888542 15.312413 12.996911 8.949909 11.300323 -7.494185 17.127131 3.666570 4.315715 9.206870 -2.774757 -7.757883 1.418234 1.757304 6.985867 -20.921841 4.100420 -2.066354 -8.666093 -12.077083 -7.487037 2.506864 6.863474 4.141095 1.492474 -13.281420 12.854601 8.014808 -7.522574 4.449394 11.362732 -1.130188 7.426581 -14.357649 -0.968780 -24.835451 5.542399 11.688459 -16.224377 -12.617046 8.941815 -7.189751 -2.104114 -12.306789 16.777586 -8.559490 -0.306058 -4.815921 12.590416 4.223797
COc1ccccc1OC,1,Train,9.8,9.674105,0.805336 4.324352 -1.984484 -0.054194 0.685386 0.795217 -3.252964 -1.931651 2.016444 0.640499 2.089594 1.842175 1.477901 0.954669 -0.893776 1.686776 1.756182 1.145746 0.655781 -1.349637 2.953954 0.455232 -0.458662 0.593479 -0.325600 -0.380591 0.224145 1.145466 0.969505 -2.368018 -0.561042 0.383692 -0.893608 -1.322401 -1.186234 1.519668 1.450534 -0.118126 1.238966 -1.144650 1.492284 1.074062 -1.065473 0.199452 2.177138 -0.161827 0.411174 -0.382771 -0.010182 -2.174796 -0.055088 0.051539 -1.567879 0.009864 1.757659 -1.603353 0.345681 -1.567520 1.708559 -0.821667 -1.105804 -0.469679 1.202631 -0.517237
CCCC(C)C(C)O,1,Train,15.1,15.254237,0.827197 4.368339 -1.942370 -1.345996 0.856489 0.123358 -4.849053 -0.832045 3.021265 0.113941 0.937362 1.796734 1.234120 -0.626736 -0.352795 2.934834 2.388683 1.499789 2.167436 -1.192272 2.792614 0.818302 0.113839 1.575888 -0.176631 -1.341810 -0.025957 0.514890 1.490388 -3.083634 0.822030 -0.250330 -1.345908 -2.348689 -1.569316 0.908634 1.824194 0.582914 0.627605 -2.235395 2.199043 1.644753 -1.666356 1.103256 2.399380 -0.107851 1.225304 -2.172674 -0.131890 -4.648913 0.471024 1.616995 -2.708278 -1.848727 1.519506 -1.193220 0.262775 -2.099859 2.673493 -1.055096 0.102755 -0.577749 2.177906 0.854536
C1=COC=C1,1,Train,7,6.5439377,0.263250 2.457297 -1.166259 -0.200989 0.470110 -0.019830 -2.615708 -0.479934 0.825376 0.103591 0.174873 0.684218 0.784746 -0.326916 -0.450377 1.308698 1.160008 -0.097461 1.597537 -0.497198 1.072173 -0.549891 0.506871 -0.275168 0.253237 -1.206923 -0.203440 0.105734 0.871972 -1.902069 0.816121 -0.242976 -0.243994 -1.464279 -1.243708 -0.100894 -0.119370 0.318179 0.670303 -0.814842 0.738138 0.831821 -0.230520 -0.142415 1.175898 0.169255 0.221786 -0.496516 -0.119004 -1.685399 0.261320 1.161235 -0.929618 -0.738631 0.885919 -0.801256 -0.032663 -0.866922 1.258115 -0.543081 -0.343041 -0.375322 0.212192 0.693984
C/C=C/C=C/C(=O)OC,1,Train,6,5.9481053,0.456899 2.191999 -1.194652 0.303010 -0.832073 -0.536807 -2.107655 -0.254043 1.302670 0.875180 0.343107 2.297316 0.383891 0.532597 -0.333918 -0.152631 0.752030 1.226402 0.624669 -0.560771 1.670178 -0.573629 -0.442285 0.384615 -0.471009 -0.732089 0.199701 0.214205 0.277485 -1.506104 0.761997 0.524284 -0.793173 -0.903164 -0.424626 -0.050105 -0.402712 0.358545 0.943825 -0.777552 0.660459 0.734695 -0.543720 -0.370741 1.422414 0.478361 0.691343 0.271019 -0.515626 -1.134686 0.433917 0.679849 -0.752222 -0.077809 0.539643 -0.643233 -0.015170 -1.686969 1.356695 -1.382489 -0.515192 -0.719366 0.664407 0.147632
CC(C)(C)O,1,Train,8.11,7.824814,0.672297 2.946769 -0.992567 -0.350466 1.273886 -0.158907 -2.916096 -0.996156 1.481570 0.296426 0.554693 1.794428 0.363649 -0.083415 -1.773368 2.034180 1.142029 0.078254 1.225322 -1.415485 1.319165 -1.065171 0.216432 -0.093883 0.136028 -1.444465 0.093910 0.372710 1.253420 -1.883629 0.372838 0.143702 -0.648318 -1.133525 -1.538823 0.472816 1.346340 0.083153 0.551419 -0.562252 0.578534 0.868223 -1.142020 -0.044861 1.415056 -0.391260 0.708195 -0.683184 -0.249317 -1.943074 0.042095 0.219569 -1.147733 -0.500355 1.110403 -0.907597 0.092647 -0.566672 1.603271 -1.065638 -0.674744 -0.528623 0.728167 0.506840
CCCCCCCCCCCCC,1,Train,89.5,82.62159,5.031889 20.712402 -12.335704 -7.290126 4.525845 2.273278 -25.078283 -4.449962 14.298796 -0.648431 4.107878 7.140801 5.436068 -3.567167 -1.655170 14.270864 12.151438 8.349545 10.577111 -7.062517 16.004097 3.385950 4.080067 8.522589 -2.571155 -7.333033 1.299376 1.670434 6.517198 -19.502605 3.854991 -1.962692 -8.069735 -11.243621 -6.943507 2.245093 6.430354 3.967448 1.333860 -12.481958 11.987497 7.482576 -6.962753 4.052186 10.565820 -1.072808 7.003502 -13.408747 -0.918823 -23.243073 5.080083 10.935662 -15.205502 -11.840643 8.392094 -6.778012 -1.957883 -11.426310 15.715386 -8.079802 -0.314387 -4.506141 11.786930 4.009900
CCCCCCCCCC(=O)OCCC,1,Train,52.23,54.05086,2.340900 13.827325 -8.785110 -4.748893 2.958360 1.005108 -16.605837 -2.838406 9.143421 -0.599502 2.055364 4.887406 3.949083 -2.258959 -0.114368 8.885010 7.546402 5.403077 6.637131 -4.222030 10.566340 3.227890 2.926265 5.102187 -1.212007 -4.751635 0.890253 1.635540 4.914161 -12.050988 2.695504 -1.307001 -4.631760 -6.785089 -3.759739 1.556430 3.946101 3.185877 0.890175 -8.619539 7.755990 4.941908 -4.043620 2.206176 7.044745 -1.313491 5.077166 -7.980850 -0.972455 -14.786115 2.937684 7.148954 -10.435630 -7.204847 6.079477 -4.146574 -1.255148 -7.611854 10.537654 -5.776297 -0.153720 -2.846481 7.738817 3.150957
CCCCCCCCCCC/C=C\CCCCC(=O)OC,1,Train,58.6,58.80548,2.744857 14.873594 -9.522039 -5.178117 3.053100 1.159793 -17.502304 -3.204010 10.101238 -0.520487 2.022635 5.157727 3.809325 -2.433987 -0.326048 9.707808 8.369918 5.861201 7.146897 -4.618091 11.436983 2.985939 3.316083 5.670100 -1.529822 -5.493784 0.891448 1.271083 5.290762 -13.297420 3.339480 -1.037298 -5.514519 -7.749301 -3.992655 1.061149 4.181911 3.293824 0.856947 -9.332359 8.380276 5.127331 -4.316391 2.435332 7.313591 -1.324419 5.603344 -9.031361 -1.040900 -16.454082 3.185755 8.055725 -11.161923 -8.432573 6.840948 -4.300428 -1.281143 -8.118240 11.469660 -6.131153 -0.134955 -3.262116 8.624176 3.288155
CCCO,1,Train,8.2,8.250709,0.380596 2.478370 -0.743939 -0.695015 0.493383 -0.234042 -2.622035 -0.290944 1.597703 -0.003664 0.855205 1.282412 0.790047 -0.432406 -0.254930 1.467223 1.089386 0.542233 1.365516 -0.754372 1.502267 0.400481 -0.097846 0.741709 0.008364 -0.759486 0.104113 0.482674 0.870579 -1.643163 0.225695 -0.084298 -0.603536 -1.192764 -0.823943 0.689147 0.850120 0.486127 0.605021 -1.029078 1.172482 1.117990 -1.083713 0.509690 1.647085 0.106717 0.678286 -0.996558 0.115750 -2.321925 0.402130 0.772098 -1.233174 -1.112687 0.670265 -0.682054 0.111152 -0.868819 1.134954 -0.616214 0.011364 -0.529061 1.013164 0.556828
CCCCOC(=O)CCCCC(=O)OCCCC,1,Train,25.325,23.343851,0.091557 6.094870 -5.513867 -0.416050 -1.307166 0.045134 -7.033627 -0.485193 3.528896 0.771387 -0.422858 4.221344 3.147532 0.462902 1.346588 1.531778 4.208964 3.709362 1.959626 -1.360035 6.228067 0.563655 0.508273 0.921245 -0.418442 -2.280388 -0.359727 1.259766 1.382381 -4.827748 2.031373 0.743561 -3.130701 -2.704148 0.335634 -0.518799 -0.682481 2.276001 2.034814 -5.040398 4.084496 3.032374 -1.841311 0.142283 3.472641 0.472351 2.664977 -1.055657 -1.715009 -5.434852 2.994731 3.996088 -3.252843 -2.431813 2.554385 -1.611025 -0.396024 -5.142983 4.612747 -3.568289 -1.792439 -1.770498 3.379028 1.369391
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCCC,1,Train,41.6,43.954575,2.106705 10.916313 -6.957713 -3.522009 2.312203 0.825528 -12.889338 -2.561349 7.755834 -0.331358 1.465792 4.213764 2.905097 -2.052994 -0.207421 7.122179 6.044995 4.410003 5.403976 -3.329734 8.481128 2.075838 2.441371 4.252332 -0.989889 -4.168293 0.617275 0.876208 4.382698 -9.987465 2.559016 -0.659984 -3.873602 -5.916440 -2.765187 0.545065 3.057996 2.439914 0.524046 -7.045093 5.983565 3.516914 -2.964340 1.705186 5.345268 -1.036980 4.159084 -6.595170 -0.769992 -12.526752 2.330683 6.314422 -8.396712 -6.532152 5.193031 -3.208477 -0.978028 -5.969062 8.837414 -4.695337 -0.259675 -2.513015 6.478062 2.787146
