Canonical_SMILES,Device_tier,Train/Valid/Test,CN,predicted,glob_vector
CCCCCC1OC(C)C(C)O1,1,Train,48.1,49.486904,2.290658 12.861685 -7.587081 -4.530796 2.831012 0.953674 -15.612332 -2.072846 8.465598 -0.570000 2.895614 5.130126 3.412066 -1.833630 -0.493157 9.062476 7.130407 4.757122 6.146909 -3.944079 9.914149 3.146324 2.199071 5.640132 -1.006389 -3.667915 1.170691 2.274662 4.639761 -11.254842 2.064537 -1.004057 -4.206094 -6.869566 -3.675107 2.102286 4.440145 2.529602 0.376749 -7.529510 7.005091 4.788918 -4.623841 1.795550 6.832977 -1.057831 4.342472 -6.888716 -0.307245 -13.741292 3.069592 5.502323 -9.086984 -7.253147 5.075141 -3.844247 -1.528852 -6.304923 10.031836 -4.525894 -0.433385 -3.005743 6.989913 2.127517
CC1=CC=C(O1)C,1,Train,10.9,10.614927,0.439057 3.363263 -1.196751 -0.841705 0.681005 0.116852 -3.496234 -0.219371 1.827827 -0.049774 1.200132 1.661984 0.873673 -0.408246 -0.495112 1.828826 1.498520 0.931921 1.394847 -0.921533 2.151787 0.354917 -0.086110 1.176882 0.209227 -0.724473 0.172361 0.633026 1.094910 -2.583518 0.265487 -0.050372 -0.880562 -1.672111 -1.061147 0.962173 0.960892 0.476633 0.706352 -1.373886 1.372773 1.301914 -1.364118 0.373578 1.556125 0.189457 0.593744 -1.019508 -0.099211 -2.914521 0.744445 0.912115 -1.852958 -1.434416 1.194341 -0.744679 0.041084 -1.375534 1.838352 -0.907986 0.169623 -0.910163 1.248062 0.207287
CCCCC1=CC=C(C=C1)CCCC,1,Train,15.07,14.980346,0.606921 3.447013 -2.858402 -1.744540 1.045903 0.012360 -4.139823 -1.664325 2.461616 -0.485669 0.527330 1.360872 0.786648 -1.234758 -0.534019 2.919115 1.564800 1.303890 1.787956 -1.154112 3.102974 -0.020582 0.585834 0.931914 0.146741 -1.295965 -0.131367 0.572131 1.623437 -3.719482 0.292838 -0.246957 -1.811735 -1.936233 -0.246008 0.233425 0.810160 0.812533 0.025022 -2.710775 1.668718 1.177783 -1.353294 0.789585 1.963004 -0.042421 0.964696 -2.240117 -0.188320 -4.444028 1.054714 1.706923 -2.741853 -2.396527 1.629685 -1.371280 -0.588124 -1.616670 3.272964 -1.985283 -1.100624 -1.196019 1.857238 1.012847
CCCCCCCCCC,1,Train,65.5,65.54032,3.718366 16.342958 -9.895529 -5.761618 3.559172 1.668885 -19.752497 -3.557178 11.228686 -0.586842 3.022903 5.651332 3.996157 -2.857485 -1.070129 11.212145 9.603822 6.439017 8.401813 -5.717652 12.658592 2.652634 3.373804 6.713841 -1.957530 -5.943494 0.959200 1.408857 5.215486 -15.324417 3.074399 -1.504017 -6.202683 -8.919874 -5.521655 1.637500 5.187466 3.339037 0.999220 -10.064285 9.460804 6.049402 -5.486397 3.034902 8.349780 -0.868961 5.671337 -10.558481 -0.716318 -18.575113 3.824800 8.616724 -12.167919 -9.534386 6.679729 -5.501811 -1.495278 -8.884525 12.536366 -6.463159 -0.392771 -3.588171 9.335426 3.265523
CCCCC=O,1,Train,62.2,64.04302,3.454647 16.277796 -9.839829 -5.226497 3.579886 1.892142 -19.498087 -3.362879 11.294006 -0.625703 3.300799 5.842900 4.560710 -2.836586 -1.025285 11.344951 9.205612 5.909014 7.860551 -4.965776 12.362411 3.348235 3.015708 7.166291 -1.823523 -5.427340 1.188911 1.792167 5.713541 -14.476310 2.685969 -1.087951 -5.814610 -9.258983 -4.926085 2.194595 5.104197 3.028662 1.341399 -9.935049 9.326738 6.095779 -5.591939 3.037848 8.564892 -1.082973 5.542285 -9.858814 -0.563703 -17.889263 4.077449 8.324324 -12.012549 -9.327795 6.616311 -4.938171 -1.495102 -8.606404 12.444312 -6.019206 -0.619647 -3.573787 9.181593 3.177352
CCC(C)CO,1,Train,11.36,11.089355,0.464118 3.155468 -1.275013 -0.847511 0.668787 -0.075645 -3.496427 -0.552480 2.072097 0.074444 0.801193 1.418787 1.029948 -0.523828 -0.334529 2.017461 1.635301 0.822376 1.535470 -0.810623 2.090765 0.588380 -0.000478 1.110752 -0.121853 -0.980731 -0.063263 0.485523 1.088408 -2.170135 0.486201 -0.148598 -0.852212 -1.675888 -1.145512 0.752482 1.241193 0.603498 0.626576 -1.582521 1.543924 1.228941 -1.412716 0.775233 1.851280 -0.021599 0.975524 -1.511247 0.011412 -3.272715 0.433575 1.042817 -1.796957 -1.461645 1.041111 -0.849461 0.106233 -1.496722 1.900563 -0.801378 0.014506 -0.494447 1.540845 0.743501
C[C@@H]1CC[C@H](C(=O)C1)C(C)C,1,Train,20.6,19.848778,0.813722 5.138280 -3.151920 -1.668740 1.125628 0.484928 -6.306261 -0.754235 3.374460 0.028933 1.449982 2.261752 1.696980 -0.591965 -0.435325 3.522704 2.862585 1.940201 2.367859 -1.438785 4.002049 1.410722 0.640905 2.639993 -0.471412 -1.343944 0.120632 0.890715 1.916564 -4.309541 0.774154 -0.138413 -1.697979 -2.991016 -1.560601 1.106735 1.681967 0.929207 0.678089 -2.961653 2.779066 2.165887 -2.211276 0.667098 3.014904 -0.340347 1.464127 -2.612579 -0.094577 -5.303498 1.340621 2.046980 -3.679706 -2.641088 1.975142 -1.400664 -0.551980 -2.789682 3.872782 -1.484996 -0.041388 -1.288497 2.659745 0.976438
COC(=O)CCCCCCCC=[CH+],1,Train,38.3,39.115715,1.622507 9.833803 -6.063632 -3.509497 1.901041 0.633537 -11.710434 -2.159497 6.717378 -0.181467 1.290591 3.473253 2.183398 -1.599795 0.165246 6.198051 5.653351 3.942208 5.036059 -3.215611 7.613048 2.400633 2.088444 3.584627 -0.682195 -3.747374 0.487630 0.915793 3.781194 -8.798307 2.222799 -1.063604 -3.318690 -4.799196 -2.772040 0.685877 2.949986 2.330274 0.210300 -6.338116 5.602959 3.334463 -2.232496 0.947673 4.853048 -0.883343 3.692769 -5.449230 -0.622767 -11.120176 1.776947 5.457231 -7.597267 -5.674851 4.355422 -3.036345 -0.816574 -5.200358 7.777250 -4.146042 0.136200 -2.219263 5.519411 2.502929
CCCCCC[C@H](C/C=C\CCCCCCCC(=O)OC)O,1,Train,37.4,37.63159,2.016975 9.798593 -5.598926 -3.254723 1.704817 0.538304 -11.318347 -1.149763 6.827327 0.080346 1.767282 3.884403 2.928846 -1.197556 -0.244119 6.104608 5.467933 4.042781 5.386941 -2.728253 7.380157 2.264379 1.522286 3.659155 -0.796777 -3.666870 0.706240 0.667049 3.641708 -8.506689 2.536361 -0.808005 -3.435368 -5.113342 -2.968353 0.933115 2.646515 1.689984 0.572249 -5.530311 5.443878 2.667026 -2.573765 1.741287 5.142637 -0.502391 3.784753 -5.547386 -0.672827 -10.519004 2.353148 5.499579 -6.492703 -5.460506 4.415586 -2.704940 -0.474521 -5.268843 7.209671 -3.158666 0.108243 -1.882094 5.640296 2.256402
CC1=CCCC(=C)C2CC(C2CC1)(C)C,1,Train,29,29.49414,1.613431 7.611727 -4.572699 -2.566845 1.717590 1.141388 -8.985866 -0.980806 5.409912 -0.345880 2.105520 2.819278 1.892790 -0.807193 -0.706616 5.231635 4.395764 2.977214 3.659087 -2.521760 5.676105 1.378716 1.180882 3.568955 -0.923841 -2.247138 0.089441 0.602973 2.193293 -6.780894 1.191823 -0.309782 -2.632327 -4.487630 -2.817498 1.414177 2.340976 1.172094 0.765195 -4.541322 4.326156 3.202485 -3.181109 1.371460 4.159777 -0.278661 1.916558 -4.641718 -0.109383 -8.429685 2.224543 3.480844 -4.974811 -4.071483 3.032211 -2.654460 -0.379840 -4.179008 5.640695 -2.122768 -0.154945 -1.742975 4.169554 0.950424
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC,1,Train,24.35,24.89394,1.429948 6.909528 -3.542358 -1.754641 0.934602 0.774867 -7.569846 -0.318313 5.015375 0.073769 1.863973 3.099361 2.317041 -0.741452 -0.248857 4.330360 3.725573 2.680777 3.905274 -1.598725 4.788093 1.466269 0.726310 3.299531 -0.715820 -2.155325 0.307474 0.252703 2.300220 -5.616631 1.566162 0.011054 -2.032421 -4.206355 -2.469557 0.707695 1.751722 0.820832 0.662770 -3.820357 3.661593 1.899206 -2.113073 1.112381 3.531228 -0.236460 1.966326 -3.615856 -0.318288 -7.236820 1.577317 3.511929 -4.360289 -3.468678 2.559751 -1.874492 -0.329889 -3.697903 4.933419 -1.628759 0.049748 -1.550371 3.505347 1.354141
CCOC(=O)CCC(=O)C,1,Train,6,5.9389772,0.486552 2.235278 -0.727692 2.056703 -1.283410 -0.654758 -2.169388 -0.596616 1.892095 1.844900 1.569445 2.554310 0.355251 0.251941 0.357345 -0.901535 0.824573 1.513119 -0.151281 -0.972824 2.323043 -0.694738 -0.135833 -0.400046 -0.810384 -0.997587 -0.064368 0.174795 0.675725 -1.732991 0.617095 -0.277833 -0.704790 -0.781540 -0.100090 -0.442742 -0.516580 0.247181 1.892009 -0.770485 0.220516 -0.134183 -0.674675 -1.413868 1.272823 0.635121 1.057678 1.387479 -0.070100 0.060996 -0.085817 0.044074 -0.146058 -0.174276 1.111317 -0.946939 0.840342 -1.864109 0.518828 -1.787350 -0.577555 -0.578839 1.179836 -0.111912
CC(C)CCO,1,Train,12.95,12.723815,0.620812 3.275177 -1.571002 -0.934068 0.722717 0.113364 -3.885801 -0.628478 2.335253 0.100778 0.943892 1.625559 1.122071 -0.538907 -0.415800 2.294318 1.886827 1.136162 1.670659 -0.909947 2.466848 0.524466 0.054703 1.372979 -0.347339 -1.128525 -0.093121 0.577396 1.231580 -2.457837 0.535094 -0.104828 -1.074287 -2.039194 -1.089786 0.702749 1.249448 0.613484 0.628559 -1.823256 1.684941 1.353569 -1.578470 0.868427 2.047561 -0.004907 1.114832 -1.841755 -0.003618 -3.713350 0.671564 1.355065 -2.034828 -1.761141 1.178380 -1.077686 0.010198 -1.692178 2.315103 -0.931925 -0.039117 -0.609364 1.869861 0.853039
CC1COC(O1)CC(C)C,1,Train,34.85,35.40082,1.721606 9.351973 -5.513045 -2.934668 1.927394 0.962443 -11.474299 -1.029949 5.990107 -0.112440 2.657193 4.014956 3.161524 -1.027909 -0.623740 6.602378 5.121304 3.329871 4.507880 -2.461410 7.227540 2.614120 1.177476 4.649117 -0.798595 -2.451692 0.739564 1.678290 3.437314 -7.860044 1.279009 -0.459841 -3.016662 -5.366438 -2.830736 2.075386 3.165817 1.696994 0.867139 -5.053789 5.084716 3.727994 -3.858084 1.420359 5.513901 -0.669291 2.821579 -4.710611 -0.178248 -9.760010 2.600631 3.390549 -6.555671 -4.892198 3.415626 -2.386805 -1.244053 -4.837044 7.040425 -2.700509 -0.240557 -2.237451 5.019434 1.382536
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,1,Train,43.81,44.311226,2.102800 11.195974 -6.744536 -3.730670 2.177662 0.874797 -13.205698 -2.208252 7.871875 -0.350661 1.681306 4.086787 2.647941 -1.871833 -0.089786 7.312379 6.399101 4.477267 5.840253 -3.526434 8.477774 2.469132 2.446795 4.459324 -0.991904 -4.196650 0.774292 0.927570 4.209577 -10.124891 2.510038 -1.017062 -3.663602 -5.879728 -3.250314 0.756277 3.399435 2.425042 0.257035 -6.945441 6.292975 3.668647 -2.892445 1.417836 5.542999 -1.002253 4.210641 -6.474251 -0.635031 -12.756914 2.152011 6.233244 -8.500023 -6.574780 4.926262 -3.379202 -0.943762 -5.875990 8.875592 -4.409545 0.071120 -2.492736 6.383090 2.761306
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OCC,1,Train,26.7,26.19295,1.046157 6.434958 -4.092401 -2.152989 1.080081 0.279930 -7.582662 -1.156376 4.694054 -0.014457 0.773444 2.896459 1.830458 -1.280527 0.391769 4.228451 3.861265 2.933800 3.592547 -1.586048 5.130187 1.153152 1.574549 2.390836 -0.414043 -2.608326 0.352742 0.460736 2.747000 -6.069572 1.848511 -0.494705 -2.235015 -3.432749 -1.466076 0.273286 1.738886 1.457152 0.070146 -4.485378 3.584360 1.595751 -1.210920 0.513981 3.350664 -0.699075 2.494962 -3.607053 -0.543804 -7.126050 1.306843 4.184011 -4.782196 -3.873400 2.845120 -1.769672 -0.729502 -3.410625 5.585286 -2.973421 -0.236335 -1.734695 3.543795 2.116894
CCCCCCCC=O,1,Train,102.5,106.10501,6.094980 26.960924 -16.049568 -8.688863 5.921746 3.409105 -32.628719 -5.278027 18.815519 -1.091057 5.828655 9.741399 7.771032 -4.520500 -2.069564 18.878624 15.337484 10.059429 13.178587 -8.350311 20.460272 4.932905 5.024860 11.981236 -3.163827 -8.824842 2.151146 2.795197 9.087952 -24.572403 4.476857 -1.861109 -9.801601 -15.268069 -8.769944 3.939515 8.282024 4.871315 2.194608 -16.087582 15.538919 9.967247 -9.812789 5.387514 14.266543 -1.820772 8.911739 -16.773016 -0.839242 -29.629719 7.159197 13.630697 -19.668232 -15.244578 10.687533 -8.219559 -2.713220 -14.607617 20.465208 -9.690985 -0.792550 -5.949112 15.155329 4.858107
CCCCC(=O)CCCC,1,Train,39.74,40.59987,1.892347 10.252921 -6.127042 -3.585810 2.509439 0.788124 -12.193797 -2.536639 7.232879 -0.513969 1.821909 3.756572 2.220672 -1.712742 -0.522036 6.798309 5.629669 3.854263 4.914105 -3.627222 7.895745 2.354524 2.087044 4.194651 -0.902281 -3.498575 0.685748 1.401932 3.803860 -9.322942 1.788826 -0.799308 -3.230763 -5.546899 -2.890384 0.829513 3.602666 2.166994 0.106218 -6.246730 5.507929 3.812046 -3.019492 1.356400 5.076486 -0.516518 3.729818 -5.934604 -0.259831 -11.583563 2.103466 5.275091 -7.680074 -6.209357 4.355958 -3.575601 -0.895454 -5.087821 8.237717 -4.148146 -0.327000 -2.442797 5.542258 2.434977
CCCCC1=CC=CC=C1,1,Train,12,11.815018,0.402776 2.775370 -2.274080 -1.444834 0.662202 0.006955 -3.275106 -0.973155 1.697228 -0.285214 0.430317 0.965243 0.603758 -0.860319 -0.140951 2.150787 1.262083 1.042185 1.480310 -0.834549 2.556426 0.219367 0.479549 0.767581 -0.066262 -1.139307 -0.189049 0.268883 1.154248 -2.640312 0.215644 -0.260583 -1.421070 -1.253520 -0.508235 0.309177 0.578100 0.685491 0.171608 -2.253683 1.520669 0.892349 -0.941454 0.274655 1.559711 -0.032907 0.718300 -1.775801 -0.031712 -3.406333 0.877327 1.458104 -2.246654 -1.641263 1.174207 -1.068908 -0.292555 -1.343957 2.468282 -1.334947 -0.660019 -0.858834 1.455805 0.733803
CCC(C)CCCC(C)C,1,Train,51.7,52.832737,2.768878 13.184090 -8.423816 -4.596181 2.918503 1.676445 -16.296549 -2.640572 9.509148 -0.981135 2.712094 4.864105 3.117550 -2.257661 -1.173031 9.864003 7.842130 4.566372 6.600407 -4.557238 10.212505 2.295231 2.102156 5.844459 -1.202018 -4.377070 0.591958 2.016038 4.518500 -11.990290 1.817867 -0.663967 -4.647491 -8.219759 -4.050679 2.165727 4.591470 2.624081 0.858385 -8.599699 7.372141 5.481282 -5.581079 2.374937 7.061927 -0.720502 4.181999 -8.275961 -0.191625 -15.306329 3.311921 5.945353 -9.668056 -8.140641 5.348169 -4.491249 -1.594647 -6.738356 10.643538 -4.503339 -1.045668 -3.171826 7.505124 2.223081
CC1=CC/C(=C(/C)\CCC=C(C)C)/CC1,1,Train,32.2,32.623394,1.595805 8.724685 -5.123321 -2.663985 1.907202 1.325199 -10.044482 -1.000628 6.047732 -0.455299 2.287331 3.157861 1.993626 -0.859827 -0.814111 5.811618 4.839432 3.061327 4.234949 -2.831764 6.133381 1.669595 1.109823 4.137390 -0.990722 -2.446792 0.096260 0.438205 2.444699 -7.462679 1.306123 -0.227438 -2.736507 -5.216842 -3.477163 1.569628 2.584446 1.234370 0.999915 -5.141202 4.872983 3.709090 -3.581719 1.543306 4.640917 -0.224752 2.054392 -5.095518 -0.119414 -9.557766 2.383104 3.931631 -5.494572 -4.534689 3.319135 -2.944601 -0.158769 -4.794767 6.111274 -2.097014 -0.172020 -1.712216 4.659049 1.221677
CCC(C)(CCCC(C)CCCC(C)C)O,1,Train,59.9,61.216396,3.215606 16.324659 -9.426893 -5.257402 3.303187 1.818639 -19.911766 -2.776857 11.926414 -0.935616 3.882770 6.599317 4.223347 -2.543338 -2.054314 12.655710 8.926496 6.023463 8.407619 -5.154313 11.348357 3.032383 1.725585 7.546016 -0.996712 -4.102407 0.806496 3.204195 5.719404 -14.381596 1.728895 -0.760071 -4.666059 -10.015960 -4.880414 3.098866 5.949649 2.752572 0.811716 -9.500602 8.290522 6.707045 -7.312264 3.596061 9.031917 -1.201389 4.634377 -8.831409 -0.243237 -17.667959 3.798470 6.247770 -11.205738 -9.407535 6.396091 -5.525395 -1.815384 -8.181377 12.433517 -4.445285 -1.552712 -3.603042 8.511726 2.341422
C1CCC2C(C1)CCC3C2CCCC3,1,Train,38.8,37.348495,2.391693 10.123429 -5.473337 -2.472381 2.135004 1.602302 -11.741207 -1.279399 7.519709 -0.501825 2.486791 3.678108 2.670353 -1.322246 -1.680292 7.140013 5.760960 3.691217 5.565940 -3.272068 6.995767 1.874040 1.808557 4.964621 -1.011599 -2.681526 0.542454 0.681695 3.180438 -8.974072 1.631958 -0.423178 -2.544867 -6.291667 -4.219179 1.467482 3.566577 1.536260 1.105642 -5.440220 5.319279 3.929822 -4.282749 2.341142 5.153283 -0.541477 2.432138 -5.999126 -0.400133 -11.409766 2.172165 4.403637 -6.768764 -5.652206 3.691102 -3.150858 -0.714072 -5.295483 7.297383 -2.511630 -0.312819 -1.952686 4.934657 1.468567
CCOC(=O)CC(=O)C,1,Train,13.7,13.074081,0.763890 5.513260 -1.804755 -0.055848 0.971929 0.620224 -4.488894 -1.788448 2.683571 0.602244 2.892778 2.912034 1.543977 0.806427 -0.994249 1.867806 2.507474 1.468417 1.204401 -1.753355 3.462794 0.206899 -0.614611 1.105224 0.158231 -0.671207 0.436931 1.606403 1.328982 -3.613008 -0.608172 0.717995 -0.834065 -2.065250 -1.945097 1.993831 1.935891 0.310344 1.594400 -1.463751 1.905418 1.156602 -1.427398 0.003835 2.541040 -0.166465 0.819925 -0.310472 0.053318 -2.388131 0.187226 0.480409 -2.222881 -0.545353 2.557868 -1.323605 0.775449 -1.718956 2.041283 -1.571343 -0.434637 -1.076687 1.398400 -0.453573
COCCOC,1,Train,81,85.095055,5.276631 22.238794 -13.057226 -7.140953 4.485170 2.244007 -25.900856 -4.205921 15.292102 -0.777947 4.292034 8.204655 6.553869 -3.151041 -1.429242 14.347787 11.996321 8.097295 10.488344 -6.518587 16.805477 4.742507 3.728940 9.559531 -2.736453 -7.039163 2.078617 1.459779 7.870156 -19.843472 4.134223 -1.646808 -8.228942 -11.693529 -7.249899 3.936390 5.824821 3.432524 2.164127 -12.629370 12.785225 7.098541 -7.519986 4.489315 11.975058 -1.192795 7.400852 -13.491295 -1.228674 -23.331509 5.898451 11.261259 -16.052820 -11.347998 8.461029 -6.040012 -1.980390 -12.332952 15.679370 -7.282125 -0.613600 -4.451617 12.479666 4.343215
CCCCOC(=O)CCC(=O)OCCCC,1,Train,21,19.796068,0.589296 6.196537 -5.284497 -0.719360 -0.627357 -0.019812 -5.973481 -1.398605 3.112393 0.291123 0.288276 3.742030 3.487293 0.301254 0.624540 2.047111 3.469652 3.819384 2.226320 -1.049849 5.811448 -0.356327 0.378700 -0.311711 0.093257 -1.269301 0.188870 1.868595 1.947392 -4.977991 1.653906 0.114291 -2.915507 -2.123341 0.050447 0.239994 -0.383039 1.513501 1.462671 -4.093883 3.291425 2.656006 -0.457850 0.933786 3.473539 0.447708 1.583858 -0.114137 -1.647666 -4.450856 1.944591 3.068582 -2.457227 -1.269069 3.232194 -1.699737 -0.144635 -4.215637 4.186645 -3.879259 -2.338072 -1.326358 2.388187 0.593467
CCOCOCOCC,1,Train,63,62.5175,3.636032 17.055408 -9.330341 -4.338355 3.310099 1.562368 -20.377558 -1.914661 11.551827 -0.861030 3.618516 7.451929 4.979916 -2.137866 -0.810208 11.522766 8.901220 5.634030 8.503202 -4.106596 12.094601 3.699040 2.780546 8.354552 -1.533069 -4.252253 2.292108 1.930867 6.907523 -14.506180 2.873741 -0.974404 -4.724195 -9.396618 -5.939100 3.507688 4.947877 2.619387 1.678166 -8.778343 9.295618 5.601299 -6.923830 3.194323 9.671311 -1.361456 5.359598 -9.962698 -0.935302 -17.330139 3.881098 7.212871 -11.860261 -8.858048 5.788660 -3.994674 -2.157998 -8.491545 11.975286 -4.360383 -0.748749 -3.690590 9.162890 2.830863
CCCC12CC3CC(C1)CC(C3)C2,1,Train,48.6,48.288498,2.994226 12.977221 -7.273039 -3.814396 2.842982 2.068001 -15.182482 -1.520728 9.402702 -0.666273 3.525522 4.576129 3.354133 -1.620805 -1.688236 9.125445 7.267925 4.895525 6.771571 -4.321429 9.082899 2.512296 2.227532 6.231828 -1.304483 -3.495075 0.503559 1.174658 3.898280 -11.549880 1.823545 -0.378260 -3.689573 -7.623619 -5.013927 2.083746 4.461867 1.930317 1.057501 -7.120237 7.044039 5.173401 -5.278891 2.863107 6.761046 -0.560846 3.171768 -7.394747 -0.408987 -14.437623 3.193846 5.627214 -8.565901 -7.140890 4.966665 -4.158778 -0.873227 -6.807407 9.466592 -3.339317 -0.441586 -2.639294 6.660777 1.540349
CCCCCCCCc1ccc2ccccc2c1,1,Train,17.75,18.020279,0.831904 4.437236 -3.535197 -2.015898 1.074859 0.130002 -4.972228 -1.819926 2.824502 -0.745626 0.446264 1.136804 1.231359 -1.355455 -0.222853 3.257900 2.220094 1.974071 2.328697 -1.505020 3.802493 0.201650 0.882166 0.727219 0.054200 -1.682901 -0.029733 0.455937 1.607218 -4.178586 0.608137 -0.643353 -2.046348 -1.836003 -0.963092 0.661886 0.971165 0.976352 0.242649 -3.386219 2.161052 1.422570 -1.281072 1.029815 2.388944 -0.291109 1.123255 -2.682212 -0.317335 -5.417193 1.172761 2.200117 -3.627574 -2.249400 2.196173 -1.701810 -0.286457 -2.171704 3.629708 -2.332312 -0.739784 -1.016895 2.226529 1.266523
CCCCCCCC/C=C\CCCCCCCC(=O)OC(C)C,1,Train,63.22,65.76668,3.147815 16.778856 -10.216600 -5.656387 3.661310 1.451332 -20.254419 -3.433450 11.531291 -0.752873 3.105205 6.313624 4.238371 -2.791066 -0.623105 11.419218 9.404578 6.302680 8.181539 -5.151435 12.623083 3.536956 3.128675 6.986646 -1.533295 -5.527150 1.246879 2.104840 6.049769 -14.974169 3.184725 -1.361365 -5.592652 -9.109400 -4.833438 1.782416 5.236327 3.392684 0.714325 -10.350022 9.385168 6.107816 -5.398024 2.673435 8.638840 -1.542571 6.027828 -9.789448 -0.663377 -18.576435 3.612058 8.394979 -12.420341 -9.745590 7.131853 -5.109446 -1.673249 -8.689196 13.130982 -6.161160 -0.270112 -3.711352 9.520957 3.579501
CCCCCC(=O)CCC,1,Train,43.09,42.823288,2.010029 10.800313 -6.431842 -3.749136 2.570784 0.867678 -12.978996 -2.632328 7.644732 -0.549783 2.062055 4.072307 2.460670 -1.862364 -0.555519 7.274364 5.978700 4.082606 5.212176 -3.754960 8.264937 2.406476 2.086712 4.508165 -0.943682 -3.599945 0.708667 1.604957 4.018903 -9.844980 1.787809 -0.874824 -3.388485 -5.968406 -3.061249 1.033722 3.775608 2.298747 0.171012 -6.601025 5.845585 4.100016 -3.339787 1.449554 5.497470 -0.654915 3.876117 -6.276074 -0.220177 -12.158706 2.269414 5.417944 -8.089457 -6.518880 4.545672 -3.726514 -0.986896 -5.367220 8.659269 -4.252082 -0.333148 -2.590100 5.854119 2.506534
CCCCCCCC(=O)OC,1,Train,33.6,37.651226,1.428960 9.608047 -5.881843 -3.489086 2.117081 0.466959 -11.475782 -2.151902 6.294796 -0.251728 1.282209 3.290920 2.118233 -1.422031 0.184340 5.641817 5.320136 3.745433 4.620835 -3.198552 7.517131 2.717319 1.933863 3.308832 -0.509696 -3.509343 0.640320 1.008115 3.591871 -8.325188 2.039285 -1.101916 -3.175200 -4.283898 -2.643188 0.835281 2.831928 2.167144 0.252642 -6.122038 5.407695 3.341929 -2.085876 0.936060 4.720412 -0.635566 3.653714 -5.047771 -0.580084 -10.464084 1.822110 5.233082 -7.364165 -5.273552 4.177677 -2.997808 -0.726262 -4.995118 7.351932 -4.181995 -0.004402 -2.054362 5.303320 2.505378
CCCCC(CC)CO,1,Train,22.91,22.987518,1.014551 5.643625 -3.630375 -2.411625 1.085242 0.039389 -6.633676 -1.598599 4.055973 -0.009048 0.784796 2.162479 1.565828 -1.144260 -0.139032 3.807197 3.083862 2.050308 2.658062 -1.775854 4.684205 0.923755 0.726287 1.795380 -0.490342 -2.343336 -0.053787 0.700439 2.256687 -4.718253 1.255148 -0.424722 -2.388095 -2.916694 -1.258484 0.686479 1.913428 1.376192 0.452752 -4.049191 3.086638 1.784763 -1.786427 1.017965 2.946573 -0.314363 2.152028 -3.634503 -0.184242 -6.138457 1.226982 2.914819 -4.040847 -3.397711 2.593913 -1.893800 -0.329750 -2.826915 4.594387 -2.296349 -0.285148 -1.293374 3.228991 1.439230
C1CCCC(=O)CC1,1,Train,22.5,21.9917,1.130158 6.055829 -3.303484 -1.544728 1.243536 0.831232 -6.919930 -0.330238 4.101211 -0.164521 1.617151 2.366053 1.876412 -0.566199 -0.660355 3.990498 3.242625 2.287192 3.225345 -1.721033 4.340150 1.392034 0.980064 2.923398 -0.440746 -1.512306 0.377017 0.620344 1.952245 -5.111224 0.912805 -0.071922 -1.744469 -3.453687 -2.217474 1.046948 1.989750 1.008620 0.637522 -3.114339 3.279463 2.327382 -2.456486 1.055672 3.142907 -0.122936 1.672565 -3.123889 -0.281046 -6.372839 1.436722 2.591379 -3.956931 -3.015059 2.176600 -1.645437 -0.448918 -3.240735 4.152842 -1.616778 -0.178988 -1.276842 2.982250 0.909091
CCC1=CC(=C(C=C1)O)OC,1,Train,19.6,19.716932,0.863963 6.863116 -2.125967 -1.355781 1.192529 0.300614 -6.577998 -0.565717 4.151274 0.233904 2.307661 3.105348 1.949404 -0.515551 -1.007624 3.845069 3.044714 1.889677 3.474065 -1.697473 3.883801 1.314857 -0.572143 2.222634 -0.043072 -1.367614 0.642052 1.262586 1.755629 -4.045923 0.330875 -0.272799 -1.011189 -3.056981 -2.623508 1.563859 2.133170 0.690846 1.544519 -2.636679 2.929107 2.657395 -2.660768 1.392645 3.475146 0.003801 1.306007 -2.383830 0.095805 -6.149328 0.603249 1.663215 -3.326209 -2.595426 2.057392 -1.859558 0.716244 -2.672215 3.012935 -1.239777 -0.121284 -0.741287 2.548228 0.608795
CCCC/C=C/CC,1,Train,34,37.385414,1.958001 9.447554 -5.917258 -3.102431 1.952201 1.067190 -11.118345 -1.858330 7.001749 -0.281961 2.000771 3.232838 2.403370 -1.595252 -0.724284 6.702900 5.522172 3.357401 4.652827 -3.006769 7.104279 1.678731 1.829547 4.306099 -1.188729 -3.269725 0.159225 0.700164 3.150712 -8.287270 1.798390 -0.287104 -3.432857 -5.765673 -3.181657 1.260665 3.136531 1.829517 1.020708 -6.328196 5.465263 3.675403 -3.730493 1.783947 4.940073 -0.553642 2.658973 -5.977182 -0.137277 -10.777038 2.245541 4.643298 -6.785409 -5.517401 3.846340 -2.964884 -0.652533 -4.991753 7.239290 -3.139950 -0.464002 -2.101763 5.186124 1.543488
